Table S3: IEI Candidate Genes with Average in all Immune Cells > 1 TPM Filter,Gene,mean,pLI,InItan,Pathway1,Pathway2,BothPathways,,
1680,RICTOR,4.9,1,KNOWN,FALSE,TRUE,FALSE,,
1681,RIN1,2.894444444,3.51E-07,NEW,FALSE,TRUE,FALSE,,
1682,RIN2,0.183333333,0.00081408,KNOWN,TRUE,FALSE,FALSE,,
1683,RIN3,17.96666667,4.28E-10,NEW,TRUE,FALSE,FALSE,,
1684,RIPK2,6.833333333,0.39282,KNOWN,TRUE,TRUE,TRUE,,
1685,RIPK3,2.788888889,1.19E-14,KNOWN,FALSE,TRUE,FALSE,,
1686,RIPOR2,169.9,NA,NEW,TRUE,FALSE,FALSE,,
1687,RNF11,3.461111111,0.57873,KNOWN,FALSE,TRUE,FALSE,,
1688,RNF144B,10.27222222,6.35E-10,NEW,TRUE,FALSE,FALSE,,
1689,RNF213,19.03888889,4.91E-55,NEW,TRUE,FALSE,FALSE,,
1690,RNF216,10.43888889,2.26E-06,KNOWN,TRUE,FALSE,FALSE,,
1691,RNF8,5.644444444,0.99943,KNOWN,FALSE,TRUE,FALSE,,
1692,RNLS,1.827777778,3.80E-06,NEW,TRUE,FALSE,FALSE,,
1693,ROBO1,0.044444444,7.27E-16,KNOWN,TRUE,FALSE,FALSE,,
1694,ROCK1,4.155555556,1,KNOWN,TRUE,TRUE,TRUE,,
1695,ROCK2,0.433333333,1,KNOWN,FALSE,TRUE,FALSE,,
1696,ROR1,0.055555556,0.99645,NEW,TRUE,TRUE,TRUE,,
1697,ROR2,0.066666667,0.00012401,NEW,FALSE,TRUE,FALSE,,
1698,RORA,6.905555556,0.40096,KNOWN,TRUE,TRUE,TRUE,,
1699,RPA1,40.1,0.08777,KNOWN,FALSE,TRUE,FALSE,,
1700,RPA2,165.1944444,0.50461,KNOWN,TRUE,TRUE,TRUE,,
1701,RPGRIP1L,0.855555556,4.08E-31,NEW,TRUE,FALSE,FALSE,,
1702,RPL10,4534.188889,0.90915,NEW,FALSE,TRUE,FALSE,,
1703,RPL13,3992.338889,0.95062,NEW,FALSE,TRUE,FALSE,,
1704,RPL39L,15,NA,NEW,TRUE,FALSE,FALSE,,
1705,RPS19,9015.133333,0.92111,KNOWN,TRUE,FALSE,FALSE,,
1706,RPS24,1744.061111,0.68141,KNOWN,TRUE,FALSE,FALSE,,
1707,RPS27A,2506.916667,0.91944,NEW,FALSE,TRUE,FALSE,,
1708,RPS27L,122.8111111,0.10011,NEW,TRUE,FALSE,FALSE,,
1709,RPS3,1021.316667,0.92,KNOWN,TRUE,FALSE,FALSE,,
1710,RPS6,3431.738889,0.9759,KNOWN,FALSE,TRUE,FALSE,,
1711,RPS6KA1,33.36111111,0.0019056,KNOWN,FALSE,TRUE,FALSE,,
1712,RPS6KA2,1.933333333,0.0094073,NEW,TRUE,TRUE,TRUE,,
1713,RPS6KA3,4.944444444,0.99999,KNOWN,TRUE,TRUE,TRUE,,
1714,RPS6KA4,1.272222222,0.99715,NEW,TRUE,TRUE,TRUE,,
1715,RPS6KA5,6.294444444,0.99909,KNOWN,TRUE,TRUE,TRUE,,
1716,RPS6KB1,12.12777778,0.97285,KNOWN,FALSE,TRUE,FALSE,,
1717,RPS6KB2,24.31111111,5.96E-21,NEW,TRUE,TRUE,TRUE,,
1718,RPTOR,0.5,1,KNOWN,TRUE,TRUE,TRUE,,
1719,RRAS,2.805555556,0.004663,NEW,FALSE,TRUE,FALSE,,
1720,RRAS2,1.877777778,0.97463,KNOWN,FALSE,TRUE,FALSE,,
1721,RREB1,1.927777778,1,NEW,TRUE,FALSE,FALSE,,
1722,RRM1,11.60555556,1,KNOWN,TRUE,FALSE,FALSE,,
1723,RRM2B,5.183333333,0.002357,KNOWN,TRUE,FALSE,FALSE,,
1724,RSAD2,7.705555556,9.44E-15,NEW,TRUE,FALSE,FALSE,,
1725,RSF1,22.27777778,1,KNOWN,FALSE,TRUE,FALSE,,
1726,RTN4,17.07222222,0.45318,KNOWN,TRUE,FALSE,FALSE,,
1727,RTTN,0.244444444,8.97E-34,NEW,TRUE,FALSE,FALSE,,
1728,RUNX1,3.65,0.65377,KNOWN,TRUE,TRUE,TRUE,,
1729,RUNX2,4.65,0.94884,KNOWN,FALSE,TRUE,FALSE,,
1730,RUNX3,8.472222222,0.84295,KNOWN,TRUE,TRUE,TRUE,,
1731,RUVBL1,12.92777778,0.99902,KNOWN,FALSE,TRUE,FALSE,,
1732,RXRA,3.233333333,0.99852,KNOWN,FALSE,TRUE,FALSE,,
1733,RXYLT1,2.227777778,NA,NEW,TRUE,FALSE,FALSE,,
1734,RYK,1.055555556,0.98922,NEW,FALSE,TRUE,FALSE,,
1735,S100A10,398.4888889,0.16843,NEW,TRUE,FALSE,FALSE,,
1736,S100A11,2347.988889,0.0084662,KNOWN,TRUE,FALSE,FALSE,,
1737,S100A2,1.333333333,5.84E-05,NEW,TRUE,FALSE,FALSE,,
1738,S100A4,3671.322222,0.0061838,NEW,TRUE,TRUE,TRUE,,
1739,S100A6,1579.416667,0.17565,KNOWN,TRUE,FALSE,FALSE,,
1740,S100A9,2628.088889,0.4777,KNOWN,FALSE,TRUE,FALSE,,
1741,S100B,52.92222222,0.04387,KNOWN,TRUE,FALSE,FALSE,,
1742,SAA1,0.055555556,0.01493,KNOWN,TRUE,FALSE,FALSE,,
1743,SAA2,0.183333333,2.70E-06,KNOWN,TRUE,FALSE,FALSE,,
1744,SAMD4A,0.25,0.99958,NEW,TRUE,FALSE,FALSE,,
1745,SAMSN1,47.77222222,5.04E-11,NEW,TRUE,FALSE,FALSE,,
1746,SASH1,0.222222222,0.001802,NEW,TRUE,FALSE,FALSE,,
1747,SBF2,0.244444444,6.38E-10,NEW,TRUE,FALSE,FALSE,,
1748,SBNO2,0.183333333,0.0070655,NEW,TRUE,FALSE,FALSE,,
1749,SCAF11,21.74444444,1,NEW,FALSE,TRUE,FALSE,,
1750,SCAPER,10.98888889,0.0087953,NEW,TRUE,FALSE,FALSE,,
1751,SCARB1,4.455555556,0.066228,KNOWN,TRUE,FALSE,FALSE,,
1752,SCHIP1,0.544444444,0.98715,NEW,TRUE,FALSE,FALSE,,
1753,SCMH1,1.266666667,8.61E-06,NEW,TRUE,FALSE,FALSE,,
1754,SCN3B,0.066666667,0.05103,NEW,TRUE,FALSE,FALSE,,
1755,SDC2,0.661111111,0.4049,NEW,FALSE,TRUE,FALSE,,
1756,SDC4,1.016666667,0.0041475,KNOWN,TRUE,TRUE,TRUE,,
1757,SDK1,0.016666667,4.16E-06,NEW,TRUE,FALSE,FALSE,,
1758,SEC14L1,22.83888889,0.63264,NEW,TRUE,FALSE,FALSE,,
1759,SELP,0.9,5.04E-32,KNOWN,TRUE,TRUE,TRUE,,
1760,SELPLG,450.5,0.1768,KNOWN,FALSE,TRUE,FALSE,,
1761,SEMA3C,3.272222222,0.00087445,KNOWN,TRUE,FALSE,FALSE,,
1762,SEMA4B,2.055555556,0.00054103,NEW,TRUE,FALSE,FALSE,,
1763,SEMA4D,13.2,0.97472,KNOWN,TRUE,FALSE,FALSE,,
1764,SEMA6A,0.027777778,0.99976,NEW,TRUE,FALSE,FALSE,,
1765,SEPT9,22.42222222,0.99579,NEW,TRUE,FALSE,FALSE,,
1766,SERPINB1,71.31111111,3.55E-08,NEW,TRUE,FALSE,FALSE,,
1767,SERPINB5,0.005555556,0.0036486,NEW,TRUE,FALSE,FALSE,,
1768,SERPIND1,0.122222222,2.51E-10,KNOWN,TRUE,TRUE,TRUE,,
1769,SERPINE1,0.583333333,0.043609,KNOWN,TRUE,TRUE,TRUE,,
1770,SERTAD1,12.88333333,0.32037,KNOWN,TRUE,FALSE,FALSE,,
1771,SERTAD2,1.5,0.8808,NEW,TRUE,FALSE,FALSE,,
1772,SESN1,21.58888889,0.00059629,NEW,TRUE,FALSE,FALSE,,
1773,SESN2,1.877777778,4.19E-07,NEW,TRUE,FALSE,FALSE,,
1774,SFN,0.188888889,0.36544,KNOWN,TRUE,TRUE,TRUE,,
1775,SFSWAP,3.105555556,0.99999,NEW,TRUE,FALSE,FALSE,,
1776,SGK1,16.43888889,0.0023046,KNOWN,TRUE,TRUE,TRUE,,
1777,SGK3,10.73888889,8.56E-07,KNOWN,FALSE,TRUE,FALSE,,
1778,SGMS1,7.3,0.94507,NEW,TRUE,FALSE,FALSE,,
1779,SH2B1,1.461111111,0.96861,KNOWN,FALSE,TRUE,FALSE,,
1780,SH2B2,0.316666667,1.49E-05,KNOWN,FALSE,TRUE,FALSE,,
1781,SH2B3,2.122222222,0.00010289,KNOWN,TRUE,FALSE,FALSE,,
1782,SH2D2A,16.50555556,8.27E-07,KNOWN,FALSE,TRUE,FALSE,,
1783,SH3BP1,1.094444444,0.010463,NEW,FALSE,TRUE,FALSE,,
1784,SH3BP4,0.311111111,0.0025338,NEW,TRUE,TRUE,TRUE,,
1785,SH3BP5,16.87222222,0.04833,KNOWN,TRUE,TRUE,TRUE,,
1786,SH3RF1,0.694444444,0.010761,KNOWN,TRUE,TRUE,TRUE,,
1787,SH3TC1,3.583333333,6.09E-35,NEW,TRUE,FALSE,FALSE,,
1788,SHANK2,0.016666667,8.43E-07,KNOWN,TRUE,FALSE,FALSE,,
1789,SHB,0.233333333,0.96874,KNOWN,FALSE,TRUE,FALSE,,
1790,SHC1,28.79444444,0.0017351,KNOWN,TRUE,TRUE,TRUE,,
1791,SHH,0.011111111,0.98258,KNOWN,FALSE,TRUE,FALSE,,
1792,SIAH1,8.05,0.69866,KNOWN,TRUE,TRUE,TRUE,,
1793,SIGLEC10,89.83333333,6.84E-06,NEW,TRUE,FALSE,FALSE,,
1794,SIK1,0.027777778,0.93716,KNOWN,FALSE,TRUE,FALSE,,
1795,SIK2,0.4,0.99651,KNOWN,FALSE,TRUE,FALSE,,
1796,SIK3,0.372222222,1,KNOWN,TRUE,FALSE,FALSE,,
1797,SIL1,20.02222222,0.012265,NEW,TRUE,FALSE,FALSE,,
1798,SIPA1L1,3.4,1,NEW,TRUE,FALSE,FALSE,,
1799,SIPA1L2,0.205555556,0.99215,NEW,TRUE,FALSE,FALSE,,
1800,SIRPA,6.111111111,0.67197,NEW,FALSE,TRUE,FALSE,,
1801,SIRT1,1.122222222,0.087326,KNOWN,TRUE,TRUE,TRUE,,
1802,SIRT2,33.48888889,2.33E-08,KNOWN,FALSE,TRUE,FALSE,,
1803,SIRT6,8.5,0.039119,KNOWN,FALSE,TRUE,FALSE,,
1804,SIVA1,150.3555556,0.025729,KNOWN,FALSE,TRUE,FALSE,,
1805,SKAP1,69.66666667,1.82E-07,KNOWN,TRUE,TRUE,TRUE,,
1806,SKI,0.05,0.99901,KNOWN,TRUE,FALSE,FALSE,,
1807,SKP2,6.733333333,0.96042,KNOWN,FALSE,TRUE,FALSE,,
1808,SLA,85.03888889,0.34325,NEW,TRUE,FALSE,FALSE,,
1809,SLC12A4,1.15,2.05E-11,NEW,TRUE,FALSE,FALSE,,
1810,SLC12A8,0.011111111,5.31E-19,NEW,TRUE,FALSE,FALSE,,
1811,SLC1A2,0.161111111,0.71036,KNOWN,TRUE,FALSE,FALSE,,
1812,SLC1A3,0.172222222,0.98914,NEW,TRUE,FALSE,FALSE,,
1813,SLC22A23,0.027777778,0.82731,NEW,TRUE,FALSE,FALSE,,
1814,SLC25A37,3.405555556,0.27886,NEW,TRUE,FALSE,FALSE,,
1815,SLC2A1,4.161111111,0.9941,KNOWN,TRUE,TRUE,TRUE,,
1816,SLC2A4,0.005555556,4.71E-05,KNOWN,FALSE,TRUE,FALSE,,
1817,SLC37A1,8.45,0.00058122,NEW,TRUE,FALSE,FALSE,,
1818,SLC44A3,0.133333333,3.60E-27,NEW,TRUE,FALSE,FALSE,,
1819,SLC6A6,6.938888889,0.98987,NEW,TRUE,FALSE,FALSE,,
1820,SLC8A1,3.216666667,0.9957,NEW,TRUE,FALSE,FALSE,,
1821,SLC9A1,0.494444444,0.79049,NEW,FALSE,TRUE,FALSE,,
1822,SLC9A3R1,216.6611111,8.84E-05,KNOWN,FALSE,TRUE,FALSE,,
1823,SLCO3A1,1.666666667,0.38961,NEW,TRUE,FALSE,FALSE,,
1824,SLIT3,0.077777778,0.75233,KNOWN,TRUE,FALSE,FALSE,,
1825,SLK,0.75,0.37441,KNOWN,FALSE,TRUE,FALSE,,
1826,SLPI,12.45555556,0.00089665,NEW,FALSE,TRUE,FALSE,,
1827,SLX4IP,0.977777778,1.79E-12,NEW,TRUE,FALSE,FALSE,,
1828,SMAD1,4.127777778,0.98803,KNOWN,TRUE,FALSE,FALSE,,
1829,SMAD2,27.78888889,0.99661,KNOWN,FALSE,TRUE,FALSE,,
1830,SMAD3,1.533333333,0.79796,KNOWN,TRUE,TRUE,TRUE,,
1831,SMAD4,0.833333333,0.99881,KNOWN,TRUE,TRUE,TRUE,,
1832,SMAD7,0.872222222,0.54854,KNOWN,TRUE,TRUE,TRUE,,
1833,SMARCA4,6.344444444,1,KNOWN,TRUE,TRUE,TRUE,,
1834,SMC1A,12.21111111,1,KNOWN,TRUE,FALSE,FALSE,,
1835,SMC3,13.35555556,1,KNOWN,TRUE,FALSE,FALSE,,
1836,SMCO4,74.58333333,0.00019629,NEW,TRUE,FALSE,FALSE,,
1837,SMCR8,0.355555556,0.001598,NEW,FALSE,TRUE,FALSE,,
1838,SMG1,5.172222222,1,KNOWN,TRUE,FALSE,FALSE,,
1839,SMG6,0.927777778,0.98164,NEW,TRUE,FALSE,FALSE,,
1840,SMOC1,0.094444444,0.0094673,NEW,TRUE,FALSE,FALSE,,
1841,SMPD3,8.711111111,0.59429,NEW,TRUE,FALSE,FALSE,,
1842,SMURF1,0.144444444,0.6118,KNOWN,FALSE,TRUE,FALSE,,
1843,SMURF2,1.133333333,0.87235,KNOWN,FALSE,TRUE,FALSE,,
1844,SMYD3,11.01666667,1.44E-07,NEW,TRUE,FALSE,FALSE,,
1845,SNAI1,0.083333333,0.21754,NEW,TRUE,TRUE,TRUE,,
1846,SNAP47,23.71666667,2.07E-05,NEW,TRUE,FALSE,FALSE,,
1847,SNCA,16.17222222,0.8829,KNOWN,FALSE,TRUE,FALSE,,
1848,SNCB,0.027777778,0.068062,KNOWN,FALSE,TRUE,FALSE,,
1849,SND1,50.57777778,0.98213,KNOWN,TRUE,FALSE,FALSE,,
1850,SNRK,7.816666667,0.99961,NEW,FALSE,TRUE,FALSE,,
1851,SNRNP27,20.73333333,0.00019763,NEW,TRUE,FALSE,FALSE,,
1852,SNTA1,1.122222222,0.0056417,NEW,FALSE,TRUE,FALSE,,
1853,SNX25,0.166666667,8.18E-05,NEW,TRUE,FALSE,FALSE,,
1854,SNX30,0.444444444,0.58843,NEW,TRUE,FALSE,FALSE,,
1855,SNX8,7.566666667,0.062391,NEW,TRUE,FALSE,FALSE,,
1856,SOCS1,2.627777778,0.58544,KNOWN,TRUE,TRUE,TRUE,,
1857,SOCS2,19.36666667,0.62999,KNOWN,TRUE,FALSE,FALSE,,
1858,SOCS3,1.083333333,0.74613,KNOWN,TRUE,TRUE,TRUE,,
1859,SOCS4,1.2,1.42E-05,NEW,TRUE,FALSE,FALSE,,
1860,SOCS5,0.972222222,0.54156,NEW,TRUE,FALSE,FALSE,,
1861,SOCS6,0.688888889,0.98865,KNOWN,TRUE,TRUE,TRUE,,
1862,SOCS7,0.088888889,0.99807,NEW,TRUE,TRUE,TRUE,,
1863,SOD2,123.925,0.15499,NEW,TRUE,FALSE,FALSE,,
1864,SORBS1,0.383333333,1.53E-12,KNOWN,TRUE,TRUE,TRUE,,
1865,SORBS2,0.005555556,0.035916,NEW,TRUE,TRUE,TRUE,,
1866,SORBS3,5.861111111,8.23E-12,NEW,FALSE,TRUE,FALSE,,
1867,SOS1,1.038888889,1,KNOWN,FALSE,TRUE,FALSE,,
1868,SOX6,0.072222222,0.99984,KNOWN,TRUE,FALSE,FALSE,,
1869,SP1,1.655555556,0.99997,KNOWN,TRUE,TRUE,TRUE,,
1870,SP140L,12.46111111,6.79E-09,NEW,TRUE,FALSE,FALSE,,
1871,SP2,6.377777778,0.99721,NEW,TRUE,FALSE,FALSE,,
1872,SP3,17.18888889,0.99995,KNOWN,TRUE,TRUE,TRUE,,
1873,SPAG9,1.5,1,KNOWN,FALSE,TRUE,FALSE,,
1874,SPATS2L,9,0.55833,NEW,TRUE,FALSE,FALSE,,
1875,SPECC1L,2.322222222,0.85887,NEW,TRUE,FALSE,FALSE,,
1876,SPI1,15.98888889,0.98206,KNOWN,TRUE,TRUE,TRUE,,
1877,SPIB,54.34444444,0.91231,NEW,TRUE,FALSE,FALSE,,
1878,SPIDR,5.327777778,2.38E-17,NEW,TRUE,FALSE,FALSE,,
1879,SPIRE1,0.033333333,0.042486,NEW,TRUE,FALSE,FALSE,,
1880,SPOCK1,0.038888889,0.82592,NEW,TRUE,FALSE,FALSE,,
1881,SPP1,1.044444444,2.15E-06,KNOWN,FALSE,TRUE,FALSE,,
1882,SPRY1,8.088888889,0.0030398,KNOWN,FALSE,TRUE,FALSE,,
1883,SPTBN1,3.072222222,1,KNOWN,TRUE,FALSE,FALSE,,
1884,SQOR,77.58888889,NA,NEW,TRUE,FALSE,FALSE,,
1885,SQSTM1,235.8444444,0.00086035,KNOWN,TRUE,TRUE,TRUE,,
1886,SRC,0.411111111,0.99691,KNOWN,TRUE,TRUE,TRUE,,
1887,SRF,0.516666667,0.97545,KNOWN,TRUE,TRUE,TRUE,,
1888,SRGN,635.3444444,0.69656,NEW,TRUE,FALSE,FALSE,,
1889,SRPK1,12.28888889,1.91E-05,NEW,FALSE,TRUE,FALSE,,
1890,SSBP2,20.83888889,0.99777,NEW,TRUE,FALSE,FALSE,,
1891,SSBP3,0.766666667,0.99968,NEW,TRUE,FALSE,FALSE,,
1892,SSH1,0.833333333,0.00033003,KNOWN,TRUE,FALSE,FALSE,,
1893,SSTR2,0.305555556,0.44416,KNOWN,TRUE,FALSE,FALSE,,
1894,ST3GAL1,23.16111111,0.58269,NEW,TRUE,FALSE,FALSE,,
1895,ST3GAL2,3.344444444,0.9417,NEW,TRUE,FALSE,FALSE,,
1896,ST6GAL1,34.82777778,0.2341,NEW,TRUE,FALSE,FALSE,,
1897,ST7,3.533333333,0.99703,NEW,TRUE,FALSE,FALSE,,
1898,STAG1,3.833333333,1,NEW,TRUE,FALSE,FALSE,,
1899,STAM,12.52777778,0.85048,NEW,FALSE,TRUE,FALSE,,
1900,STAM2,3.072222222,1.04E-05,NEW,FALSE,TRUE,FALSE,,
1901,STARD13,0.061111111,2.35E-08,NEW,TRUE,FALSE,FALSE,,
1902,STAT4,28.78333333,0.7662,KNOWN,TRUE,FALSE,FALSE,,
1903,STAT5A,12.55555556,0.99994,KNOWN,TRUE,TRUE,TRUE,,
1904,STAT6,11.7,0.98849,KNOWN,TRUE,TRUE,TRUE,,
1905,STEAP3,0.561111111,5.32E-09,KNOWN,TRUE,FALSE,FALSE,,
1906,STK10,22.15,1.28E-14,NEW,TRUE,TRUE,TRUE,,
1907,STK11,1.95,0.9934,KNOWN,TRUE,TRUE,TRUE,,
1908,STK17A,7.166666667,0.040434,NEW,TRUE,FALSE,FALSE,,
1909,STK24,7.15,0.011293,KNOWN,FALSE,TRUE,FALSE,,
1910,STK3,2.683333333,6.20E-07,KNOWN,FALSE,TRUE,FALSE,,
1911,STK38,40.52222222,0.00076687,KNOWN,FALSE,TRUE,FALSE,,
1912,STK39,0.338888889,0.99916,NEW,TRUE,TRUE,TRUE,,
1913,STK40,3.922222222,0.99624,NEW,TRUE,FALSE,FALSE,,
1914,STOML2,69.81111111,0.0024144,NEW,FALSE,TRUE,FALSE,,
1915,STRADB,12.77777778,0.0010128,KNOWN,FALSE,TRUE,FALSE,,
1916,STX1A,0.1,0.9785,KNOWN,FALSE,TRUE,FALSE,,
1917,STXBP1,0.138888889,1,KNOWN,FALSE,TRUE,FALSE,,
1918,STXBP5,1.177777778,0.99956,NEW,TRUE,FALSE,FALSE,,
1919,STXBP6,0.133333333,7.87E-05,NEW,TRUE,FALSE,FALSE,,
1920,SUB1,205.2611111,0.89245,NEW,TRUE,FALSE,FALSE,,
1921,SUGCT,0.244444444,2.82E-09,NEW,TRUE,FALSE,FALSE,,
1922,SUGT1,28.41666667,0.45272,KNOWN,FALSE,TRUE,FALSE,,
1923,SULF2,7.011111111,0.010585,NEW,TRUE,FALSE,FALSE,,
1924,SUMO1,194.5833333,0.86128,NEW,FALSE,TRUE,FALSE,,
1925,SUSD1,4.255555556,2.17E-13,NEW,TRUE,FALSE,FALSE,,
1926,SVIL,1.883333333,0.00086302,NEW,TRUE,FALSE,FALSE,,
1927,SYK,31.54444444,0.99986,KNOWN,TRUE,TRUE,TRUE,,
1928,SYNE1,9.716666667,3.19E-52,NEW,TRUE,FALSE,FALSE,,
1929,SYNE2,14.33333333,1.65E-25,NEW,TRUE,FALSE,FALSE,,
1930,SYT1,0.127777778,0.60038,KNOWN,TRUE,FALSE,FALSE,,
1931,TAB1,3.05,3.22E-07,KNOWN,FALSE,TRUE,FALSE,,
1932,TAB2,1.977777778,0.99998,KNOWN,TRUE,TRUE,TRUE,,
1933,TAB3,0.161111111,0.61714,NEW,FALSE,TRUE,FALSE,,
1934,TACC1,8.55,5.49E-05,NEW,TRUE,FALSE,FALSE,,
1935,TAF1,1.138888889,1,KNOWN,TRUE,TRUE,TRUE,,
1936,TAF1B,8.016666667,7.98E-15,NEW,TRUE,FALSE,FALSE,,
1937,TAGLN,5.688888889,0.08527,NEW,TRUE,FALSE,FALSE,,
1938,TAL1,0.055555556,0.5659,KNOWN,TRUE,TRUE,TRUE,,
1939,TANC1,0.016666667,2.16E-05,NEW,TRUE,FALSE,FALSE,,
1940,TAOK1,0.638888889,0.99787,KNOWN,TRUE,TRUE,TRUE,,
1941,TAOK2,0.527777778,0.99976,NEW,FALSE,TRUE,FALSE,,
1942,TAOK3,54.39444444,0.99975,KNOWN,TRUE,TRUE,TRUE,,
1943,TAX1BP1,80.89444444,1.21E-07,KNOWN,FALSE,TRUE,FALSE,,
1944,TBC1D1,8.055555556,1.86E-13,NEW,TRUE,FALSE,FALSE,,
1945,TBC1D14,8.816666667,0.039267,NEW,TRUE,FALSE,FALSE,,
1946,TBC1D2B,0.694444444,1.44E-08,NEW,TRUE,FALSE,FALSE,,
1947,TBC1D31,4.688888889,8.60E-20,NEW,TRUE,FALSE,FALSE,,
1948,TBC1D4,3.561111111,8.47E-24,NEW,FALSE,TRUE,FALSE,,
1949,TBC1D5,6.155555556,4.64E-18,NEW,TRUE,FALSE,FALSE,,
1950,TBCA,135.5777778,0.16004,NEW,TRUE,FALSE,FALSE,,
1951,TBL1XR1,5.372222222,0.99995,KNOWN,TRUE,FALSE,FALSE,,
1952,TBP,35.31111111,0.015031,KNOWN,TRUE,TRUE,TRUE,,
1953,TBX21,3.222222222,0.99636,NEW,TRUE,FALSE,FALSE,,
1954,TBXAS1,104.2333333,1.41E-20,NEW,TRUE,FALSE,FALSE,,
1955,TCEAL1,14.21666667,0.58578,NEW,TRUE,FALSE,FALSE,,
1956,TCF12,13.72222222,0.67602,KNOWN,TRUE,FALSE,FALSE,,
1957,TCF4,43.58888889,0.99981,KNOWN,TRUE,FALSE,FALSE,,
1958,TCF7,18.2,0.0053732,NEW,TRUE,FALSE,FALSE,,
1959,TCF7L2,6.161111111,0.99537,KNOWN,TRUE,FALSE,FALSE,,
1960,TDGF1,0.138888889,9.16E-11,NEW,FALSE,TRUE,FALSE,,
1961,TDP1,16.28333333,1.27E-17,KNOWN,TRUE,FALSE,FALSE,,
1962,TEAD2,0.161111111,1.52E-06,NEW,FALSE,TRUE,FALSE,,
1963,TEAD3,0.016666667,0.99362,KNOWN,FALSE,TRUE,FALSE,,
1964,TEC,1.9,5.36E-08,KNOWN,TRUE,TRUE,TRUE,,
1965,TEK,0.011111111,1,KNOWN,FALSE,TRUE,FALSE,,
1966,TENM4,0.005555556,1,NEW,TRUE,FALSE,FALSE,,
1967,TERF1,11.41111111,0.90655,KNOWN,TRUE,TRUE,TRUE,,
1968,TERF2,4.95,0.99237,KNOWN,FALSE,TRUE,FALSE,,
1969,TESK1,0.527777778,0.99255,NEW,FALSE,TRUE,FALSE,,
1970,TFDP1,4.555555556,0.97174,KNOWN,FALSE,TRUE,FALSE,,
1971,TFEB,12.32222222,0.89931,NEW,TRUE,FALSE,FALSE,,
1972,TFF3,0.305555556,0.01591,KNOWN,TRUE,FALSE,FALSE,,
1973,TG,0.088888889,2.88E-59,NEW,TRUE,TRUE,TRUE,,
1974,TGFA,2.572222222,0.71981,KNOWN,TRUE,TRUE,TRUE,,
1975,TGFB1I1,0.511111111,0.027032,KNOWN,FALSE,TRUE,FALSE,,
1976,TGFB2,0.027777778,0.99905,KNOWN,TRUE,TRUE,TRUE,,
1977,TGFBI,48.26666667,5.97E-08,KNOWN,TRUE,FALSE,FALSE,,
1978,TGFBR3,6.988888889,0.0030577,NEW,TRUE,FALSE,FALSE,,
1979,TGIF1,30.16666667,0.010454,NEW,TRUE,FALSE,FALSE,,
1980,TGM2,0.072222222,6.81E-18,KNOWN,TRUE,TRUE,TRUE,,
1981,THADA,3.616666667,4.62E-41,NEW,TRUE,FALSE,FALSE,,
1982,THAP12,2.938888889,NA,NEW,FALSE,TRUE,FALSE,,
1983,THBS1,2.25,0.99985,KNOWN,TRUE,TRUE,TRUE,,
1984,THSD7A,0.2,1,NEW,TRUE,FALSE,FALSE,,
1985,TIAM1,6.911111111,0.95662,KNOWN,TRUE,TRUE,TRUE,,
1986,TIAM2,1.505555556,3.24E-05,NEW,TRUE,FALSE,FALSE,,
1987,TICAM2,2.327777778,0.0025936,NEW,FALSE,TRUE,FALSE,,
1988,TIE1,0.222222222,1.24E-19,NEW,FALSE,TRUE,FALSE,,
1989,TIMP1,199.1,0.4993,KNOWN,TRUE,FALSE,FALSE,,
1990,TIMP3,0.016666667,0.63037,NEW,FALSE,TRUE,FALSE,,
1991,TJP2,0.088888889,3.24E-11,KNOWN,TRUE,TRUE,TRUE,,
1992,TKT,90.90555556,0.006748,NEW,FALSE,TRUE,FALSE,,
1993,TLE1,1.755555556,0.99922,KNOWN,TRUE,FALSE,FALSE,,
1994,TLE4,4.927777778,0.99999,NEW,TRUE,FALSE,FALSE,,
1995,TLK1,5.827777778,0.99999,KNOWN,TRUE,FALSE,FALSE,,
1996,TLN1,4.016666667,1,KNOWN,FALSE,TRUE,FALSE,,
1997,TLR1,12.12777778,5.87E-23,KNOWN,FALSE,TRUE,FALSE,,
1998,TLR10,3.922222222,3.48E-09,NEW,FALSE,TRUE,FALSE,,
1999,TLR2,41.93333333,1.02E-06,KNOWN,TRUE,TRUE,TRUE,,
2000,TLR4,16.68333333,4.61E-09,KNOWN,TRUE,TRUE,TRUE,,
2001,TLR5,5.8,2.48E-13,KNOWN,FALSE,TRUE,FALSE,,
2002,TLR6,1.122222222,2.25E-05,KNOWN,FALSE,TRUE,FALSE,,
2003,TLR7,3.627777778,0.97912,KNOWN,FALSE,TRUE,FALSE,,
2004,TLR8,3.538888889,0.32401,KNOWN,FALSE,TRUE,FALSE,,
2005,TLR9,4.627777778,9.81E-06,KNOWN,FALSE,TRUE,FALSE,,
2006,TMEM204,25.88333333,0.91273,NEW,TRUE,FALSE,FALSE,,
2007,TMEM30A,38.25,0.0031923,NEW,TRUE,FALSE,FALSE,,
2008,TMTC2,0.094444444,0.022549,NEW,TRUE,FALSE,FALSE,,
2009,TMX3,3.305555556,0.0044014,NEW,TRUE,FALSE,FALSE,,
2010,TNC,0.005555556,1.26E-07,NEW,TRUE,TRUE,TRUE,,
2011,TNF,1.916666667,0.8033,KNOWN,TRUE,TRUE,TRUE,,
