Table S3: IEI Candidate Genes with Average in all Immune Cells > 1 TPM Filter,Gene,mean,pLI,InItan,Pathway1,Pathway2,BothPathways,,
676,FHAD1,0.161111111,0.00013667,NEW,TRUE,FALSE,FALSE,,
677,FHIT,9.666666667,0.0057055,NEW,TRUE,FALSE,FALSE,,
678,FHL2,1.027777778,2.87E-05,KNOWN,TRUE,TRUE,TRUE,,
679,FILIP1L,0.427777778,1.08E-09,NEW,TRUE,FALSE,FALSE,,
680,FKBP1A,332.1277778,0.81452,KNOWN,FALSE,TRUE,FALSE,,
681,FKBP5,60.36666667,0.73393,NEW,TRUE,FALSE,FALSE,,
682,FKBP8,17.53888889,0.99825,KNOWN,FALSE,TRUE,FALSE,,
683,FLI1,10.28888889,0.9894,KNOWN,TRUE,TRUE,TRUE,,
684,FLNA,19.21666667,1,KNOWN,FALSE,TRUE,FALSE,,
685,FLNB,3.305555556,6.05E-10,NEW,TRUE,FALSE,FALSE,,
686,FLT1,0.083333333,0.99983,KNOWN,TRUE,TRUE,TRUE,,
687,FLT3,5.166666667,0.60777,KNOWN,FALSE,TRUE,FALSE,,
688,FLT4,0.3,1,KNOWN,FALSE,TRUE,FALSE,,
689,FMN1,0.083333333,3.59E-18,NEW,TRUE,FALSE,FALSE,,
690,FMR1,2.033333333,0.64718,NEW,FALSE,TRUE,FALSE,,
691,FNBP1,7.522222222,0.82844,NEW,TRUE,FALSE,FALSE,,
692,FNDC3B,4.966666667,1,NEW,TRUE,FALSE,FALSE,,
693,FNIP2,0.816666667,1,NEW,TRUE,FALSE,FALSE,,
694,FNTA,8.627777778,0.94721,NEW,FALSE,TRUE,FALSE,,
695,FOCAD,2.45,7.21E-37,NEW,TRUE,FALSE,FALSE,,
696,FOS,32.03333333,0.26176,KNOWN,TRUE,TRUE,TRUE,,
697,FOSL2,5.394444444,0.98293,KNOWN,TRUE,FALSE,FALSE,,
698,FOXC1,0.005555556,0.95337,NEW,FALSE,TRUE,FALSE,,
699,FOXJ3,6.783333333,0.99598,NEW,TRUE,FALSE,FALSE,,
700,FOXK1,1.25,0.80522,NEW,TRUE,FALSE,FALSE,,
701,FOXM1,0.016666667,0.0007414,NEW,TRUE,TRUE,TRUE,,
702,FOXN3,25.45,0.93167,NEW,TRUE,FALSE,FALSE,,
703,FOXO1,1.394444444,0.99725,KNOWN,TRUE,FALSE,FALSE,,
704,FOXO3,3.138888889,0.98806,KNOWN,TRUE,TRUE,TRUE,,
705,FOXP1,27.21666667,0.99998,KNOWN,TRUE,FALSE,FALSE,,
706,FPR2,55.74444444,0.40137,KNOWN,FALSE,TRUE,FALSE,,
707,FRK,0.327777778,1.81E-12,NEW,FALSE,TRUE,FALSE,,
708,FRMD3,0.538888889,0.27023,NEW,TRUE,FALSE,FALSE,,
709,FRMD4B,6.883333333,0.4539,NEW,TRUE,FALSE,FALSE,,
710,FRMD5,0.055555556,0.99724,NEW,TRUE,FALSE,FALSE,,
711,FRMD6,0.127777778,0.027916,NEW,TRUE,FALSE,FALSE,,
712,FRS2,2.816666667,0.99721,KNOWN,FALSE,TRUE,FALSE,,
713,FRY,1.477777778,1,NEW,TRUE,FALSE,FALSE,,
714,FRYL,1.872222222,0.99727,NEW,TRUE,FALSE,FALSE,,
715,FSCN1,0.15,0.86852,KNOWN,TRUE,FALSE,FALSE,,
716,FST,0.022222222,0.98014,KNOWN,TRUE,FALSE,FALSE,,
717,FTO,18.18333333,8.36E-08,NEW,TRUE,FALSE,FALSE,,
718,FURIN,1.938888889,0.99994,NEW,FALSE,TRUE,FALSE,,
719,FUS,30.36666667,0.9993,KNOWN,FALSE,TRUE,FALSE,,
720,FYB1,206.8611111,NA,NEW,TRUE,FALSE,FALSE,,
721,FYN,45.78888889,0.99406,KNOWN,TRUE,TRUE,TRUE,,
722,FZR1,0.716666667,0.99969,KNOWN,FALSE,TRUE,FALSE,,
723,G3BP1,58.25,0.033122,KNOWN,FALSE,TRUE,FALSE,,
724,GAB1,1.011111111,0.18433,KNOWN,FALSE,TRUE,FALSE,,
725,GAB2,2,0.98325,KNOWN,TRUE,TRUE,TRUE,,
726,GABBR2,0.033333333,0.99999,NEW,TRUE,FALSE,FALSE,,
727,GABPA,4.688888889,0.99812,KNOWN,TRUE,FALSE,FALSE,,
728,GADD45A,6.105555556,0.044075,KNOWN,TRUE,TRUE,TRUE,,
729,GADD45B,41.93888889,0.21058,KNOWN,TRUE,FALSE,FALSE,,
730,GADD45G,0.25,0.55259,KNOWN,TRUE,FALSE,FALSE,,
731,GALNT10,1.655555556,1.99E-05,NEW,TRUE,FALSE,FALSE,,
732,GALNT2,4.733333333,0.0084175,KNOWN,TRUE,FALSE,FALSE,,
733,GAPDH,1368.222222,0.11388,NEW,FALSE,TRUE,FALSE,,
734,GAS6,4.361111111,0.034477,NEW,TRUE,FALSE,FALSE,,
735,GAS7,4.044444444,0.8523,KNOWN,TRUE,FALSE,FALSE,,
736,GATA1,23.99444444,0.94798,KNOWN,TRUE,TRUE,TRUE,,
737,GATA3,12.82222222,0.89887,KNOWN,TRUE,TRUE,TRUE,,
738,GATAD2A,2.433333333,0.99957,KNOWN,TRUE,FALSE,FALSE,,
739,GBP1,51.89444444,1.26E-15,NEW,TRUE,FALSE,FALSE,,
740,GCK,0.255555556,0.63464,NEW,TRUE,FALSE,FALSE,,
741,GCLC,0.933333333,0.42718,NEW,TRUE,FALSE,FALSE,,
742,GCNT2,0.322222222,2.41E-05,NEW,TRUE,FALSE,FALSE,,
743,GDF15,0.277777778,3.01E-07,NEW,TRUE,TRUE,TRUE,,
744,GDF9,0.011111111,5.52E-06,NEW,FALSE,TRUE,FALSE,,
745,GDNF,0.005555556,0.2035,NEW,TRUE,FALSE,FALSE,,
746,GEM,0.083333333,1.18E-08,NEW,FALSE,TRUE,FALSE,,
747,GFAP,0.694444444,1.46E-06,NEW,TRUE,FALSE,FALSE,,
748,GFI1B,27.43888889,0.00052334,KNOWN,TRUE,FALSE,FALSE,,
749,GHR,0.016666667,8.44E-05,KNOWN,TRUE,TRUE,TRUE,,
750,GIT1,1.377777778,0.99978,NEW,FALSE,TRUE,FALSE,,
751,GLI1,0.155555556,7.66E-14,NEW,FALSE,TRUE,FALSE,,
752,GLIPR2,150.6166667,4.86E-05,NEW,TRUE,FALSE,FALSE,,
753,GLIS3,0.027777778,5.60E-08,NEW,TRUE,FALSE,FALSE,,
754,GLRX,261.4944444,5.67E-07,KNOWN,FALSE,TRUE,FALSE,,
755,GLS,3.083333333,0.96154,NEW,TRUE,FALSE,FALSE,,
756,GM2A,10.67777778,0.03103,NEW,TRUE,FALSE,FALSE,,
757,GMDS,7.394444444,0.99132,NEW,TRUE,FALSE,FALSE,,
758,GML,0.061111111,0.21757,KNOWN,TRUE,FALSE,FALSE,,
759,GNA11,0.966666667,0.88941,NEW,FALSE,TRUE,FALSE,,
760,GNA12,0.5,0.96994,KNOWN,TRUE,TRUE,TRUE,,
761,GNA13,6.466666667,0.86735,NEW,FALSE,TRUE,FALSE,,
762,GNA14,1.133333333,2.43E-17,NEW,FALSE,TRUE,FALSE,,
763,GNA15,10.81666667,0.0059721,KNOWN,FALSE,TRUE,FALSE,,
764,GNAI1,2.677777778,0.91125,KNOWN,TRUE,TRUE,TRUE,,
765,GNAI2,23.58888889,0.89194,KNOWN,TRUE,TRUE,TRUE,,
766,GNAI3,8.172222222,0.038287,NEW,FALSE,TRUE,FALSE,,
767,GNAQ,3.538888889,0.98069,KNOWN,TRUE,TRUE,TRUE,,
768,GNAS,45.24444444,0.68076,NEW,FALSE,TRUE,FALSE,,
769,GNAZ,0.111111111,0.96272,NEW,TRUE,FALSE,FALSE,,
770,GNB2,24.20555556,0.98876,NEW,FALSE,TRUE,FALSE,,
771,GNB3,0.005555556,3.33E-11,NEW,FALSE,TRUE,FALSE,,
772,GNB5,16.91666667,6.36E-08,NEW,FALSE,TRUE,FALSE,,
773,GNG2,98.81111111,0.50556,KNOWN,FALSE,TRUE,FALSE,,
774,GNG4,0.166666667,0.15575,NEW,FALSE,TRUE,FALSE,,
775,GNRHR,0.005555556,0.067566,NEW,FALSE,TRUE,FALSE,,
776,GOLPH3,8.1,0.23586,NEW,TRUE,FALSE,FALSE,,
777,GORASP1,2.9,0.019543,NEW,FALSE,TRUE,FALSE,,
778,GPATCH2,2.322222222,1.02E-11,NEW,TRUE,FALSE,FALSE,,
779,GPC3,0.238888889,0.9982,KNOWN,FALSE,TRUE,FALSE,,
780,GPC6,0.022222222,0.14181,NEW,TRUE,FALSE,FALSE,,
781,GPCPD1,3.983333333,0.2018,NEW,TRUE,FALSE,FALSE,,
782,GPD2,0.838888889,8.13E-11,NEW,TRUE,FALSE,FALSE,,
783,GPNMB,0.377777778,2.88E-27,NEW,TRUE,FALSE,FALSE,,
784,GPR107,1.355555556,0.28858,NEW,TRUE,FALSE,FALSE,,
785,GPR132,4.994444444,0.016959,NEW,TRUE,FALSE,FALSE,,
786,GPR141,2.772222222,8.53E-08,NEW,TRUE,FALSE,FALSE,,
787,GPR146,8.416666667,0.1493,NEW,TRUE,FALSE,FALSE,,
788,GRAMD1A,5.055555556,0.0013146,NEW,TRUE,FALSE,FALSE,,
789,GRAMD1B,1.2,0.99929,NEW,TRUE,FALSE,FALSE,,
790,GRAP2,17.93888889,0.00015256,KNOWN,FALSE,TRUE,FALSE,,
791,GRB10,0.65,0.93945,KNOWN,TRUE,TRUE,TRUE,,
792,GRB2,86.75555556,0.93934,KNOWN,TRUE,TRUE,TRUE,,
793,GRB7,0.011111111,1.36E-06,NEW,FALSE,TRUE,FALSE,,
794,GREB1,0.116666667,6.60E-09,NEW,TRUE,FALSE,FALSE,,
795,GRIK2,0.122222222,0.99841,KNOWN,TRUE,FALSE,FALSE,,
796,GRK2,10.30555556,NA,NEW,TRUE,TRUE,TRUE,,
797,GRK5,4.1,0.67567,KNOWN,TRUE,TRUE,TRUE,,
798,GRK6,23.4,0.00048726,NEW,FALSE,TRUE,FALSE,,
799,GRM5,0.005555556,0.99872,NEW,TRUE,TRUE,TRUE,,
800,GRN,372.3166667,0.069666,KNOWN,FALSE,TRUE,FALSE,,
801,GSAP,6.688888889,2.55E-23,NEW,TRUE,FALSE,FALSE,,
802,GSE1,0.994444444,1,NEW,TRUE,FALSE,FALSE,,
803,GSK3A,0.277777778,0.9997,KNOWN,TRUE,TRUE,TRUE,,
804,GSK3B,1.777777778,0.95571,KNOWN,TRUE,TRUE,TRUE,,
805,GSN,152.1611111,3.89E-11,KNOWN,TRUE,TRUE,TRUE,,
806,GSTK1,315.1166667,1.94E-06,NEW,TRUE,FALSE,FALSE,,
807,GSTP1,861.2055556,0.014155,KNOWN,TRUE,FALSE,FALSE,,
808,GTDC1,4.455555556,1.01E-12,NEW,TRUE,FALSE,FALSE,,
809,GTF2H1,9.177777778,0.98982,KNOWN,FALSE,TRUE,FALSE,,
810,GTF2I,11.68333333,0.99592,KNOWN,TRUE,TRUE,TRUE,,
811,GULP1,0.033333333,0.68714,KNOWN,TRUE,FALSE,FALSE,,
812,GZMB,494.1333333,3.67E-14,NEW,FALSE,TRUE,FALSE,,
813,H2AFX,1.35,0.17652,KNOWN,FALSE,TRUE,FALSE,,
814,HABP4,0.538888889,0.0062064,NEW,TRUE,FALSE,FALSE,,
815,HAMP,0.311111111,0.0081797,NEW,TRUE,FALSE,FALSE,,
816,HBEGF,0.283333333,0.07563,KNOWN,FALSE,TRUE,FALSE,,
817,HBP1,48.22222222,0.0042407,NEW,TRUE,FALSE,FALSE,,
818,HCFC1,1.983333333,1,KNOWN,TRUE,FALSE,FALSE,,
819,HCK,217.5888889,0.01976,KNOWN,TRUE,TRUE,TRUE,,
820,HDAC1,110.5111111,0.61427,KNOWN,TRUE,TRUE,TRUE,,
821,HDAC2,32.8,0.99997,KNOWN,FALSE,TRUE,FALSE,,
822,HDAC3,40.45,0.56737,KNOWN,FALSE,TRUE,FALSE,,
823,HDAC4,5.516666667,1,KNOWN,TRUE,TRUE,TRUE,,
824,HDAC6,4.205555556,1,KNOWN,FALSE,TRUE,FALSE,,
825,HDAC7,0.816666667,0.99969,KNOWN,TRUE,TRUE,TRUE,,
826,HDAC9,11.91111111,0.99973,KNOWN,TRUE,FALSE,FALSE,,
827,HERC1,6.338888889,1,NEW,TRUE,FALSE,FALSE,,
828,HERC2,0.011111111,1,KNOWN,FALSE,TRUE,FALSE,,
829,HGF,6.911111111,0.99947,NEW,TRUE,TRUE,TRUE,,
830,HHAT,0.583333333,3.25E-08,NEW,TRUE,FALSE,FALSE,,
831,HIC1,0.122222222,0.13002,NEW,TRUE,TRUE,TRUE,,
832,HIF1A,22.83888889,0.9777,KNOWN,TRUE,TRUE,TRUE,,
833,HIPK2,1.877777778,1,KNOWN,TRUE,TRUE,TRUE,,
834,HIPK3,5.755555556,0.27733,KNOWN,TRUE,FALSE,FALSE,,
835,HIST1H2AM,13.57222222,5.45E-07,NEW,FALSE,TRUE,FALSE,,
836,HIST1H2BB,1.55,0.0037893,KNOWN,TRUE,FALSE,FALSE,,
837,HIST1H3C,0.3,0.26064,NEW,TRUE,FALSE,FALSE,,
838,HIST2H2AC,28.44444444,0.18727,KNOWN,FALSE,TRUE,FALSE,,
839,HIVEP1,2.911111111,1,NEW,TRUE,FALSE,FALSE,,
840,HIVEP2,0.622222222,1,NEW,TRUE,FALSE,FALSE,,
841,HIVEP3,0.25,0.90584,KNOWN,TRUE,FALSE,FALSE,,
842,HK1,47.8,0.91459,NEW,TRUE,FALSE,FALSE,,
843,HK2,5.722222222,0.0045893,NEW,TRUE,FALSE,FALSE,,
844,HLA-A,113.6666667,0.0013299,NEW,FALSE,TRUE,FALSE,,
845,HLA-B,283.9444444,3.86E-05,NEW,FALSE,TRUE,FALSE,,
846,HLA-DMA,1.483333333,0.002381,NEW,TRUE,FALSE,FALSE,,
847,HLA-DMB,7.894444444,0.0024627,NEW,TRUE,FALSE,FALSE,,
848,HLA-DOA,1.822222222,2.98E-10,NEW,TRUE,FALSE,FALSE,,
849,HLA-DOB,17.11111111,1.92E-06,NEW,TRUE,FALSE,FALSE,,
850,HLA-DPA1,54.76111111,2.50E-06,NEW,TRUE,FALSE,FALSE,,
851,HLA-DPB1,119.0222222,5.33E-10,KNOWN,TRUE,FALSE,FALSE,,
852,HLA-DQA1,86.59444444,0.023947,NEW,TRUE,FALSE,FALSE,,
853,HLA-DQB1,61.16111111,0.0089259,NEW,TRUE,FALSE,FALSE,,
854,HLA-DRA,79.13888889,0.51949,KNOWN,TRUE,FALSE,FALSE,,
855,HLA-DRB1,116.9,0.0010997,NEW,TRUE,FALSE,FALSE,,
856,HLA-DRB5,10.31111111,3.64E-07,NEW,TRUE,FALSE,FALSE,,
857,HLA-E,162.0833333,0.036773,KNOWN,TRUE,TRUE,TRUE,,
858,HLA-F,21.89444444,3.28E-05,KNOWN,TRUE,FALSE,FALSE,,
859,HLX,9.883333333,0.88317,NEW,TRUE,FALSE,FALSE,,
860,HM13,154.1166667,0.68958,NEW,TRUE,FALSE,FALSE,,
861,HMCN1,0.027777778,3.63E-38,NEW,TRUE,FALSE,FALSE,,
862,HMGA1,34.82777778,0.83209,KNOWN,TRUE,FALSE,FALSE,,
863,HMGB1,495.5444444,0.82035,KNOWN,TRUE,TRUE,TRUE,,
864,HMGB2,142.8166667,0.95087,KNOWN,FALSE,TRUE,FALSE,,
865,HMGN1,132.8,0.20661,NEW,FALSE,TRUE,FALSE,,
866,HMOX1,29.19444444,0.0096817,KNOWN,TRUE,TRUE,TRUE,,
867,HNF1A,0.016666667,0.96115,NEW,TRUE,TRUE,TRUE,,
868,HNRNPK,351.4111111,0.99998,NEW,TRUE,TRUE,TRUE,,
869,HNRNPL,0.794444444,0.99685,NEW,TRUE,FALSE,FALSE,,
870,HNRNPM,66.71111111,0.99999,NEW,FALSE,TRUE,FALSE,,
871,HNRNPR,34.70555556,0.99935,NEW,TRUE,FALSE,FALSE,,
872,HNRNPU,17.74444444,1,NEW,TRUE,TRUE,TRUE,,
873,HNRNPUL1,9.983333333,0.99999,KNOWN,TRUE,FALSE,FALSE,,
874,HOOK2,1.016666667,4.65E-18,NEW,TRUE,FALSE,FALSE,,
875,HOXA7,0.366666667,0.0013606,NEW,TRUE,FALSE,FALSE,,
876,HOXA9,1.505555556,4.36E-05,NEW,TRUE,FALSE,FALSE,,
877,HOXB7,0.477777778,0.00028382,KNOWN,FALSE,TRUE,FALSE,,
878,HPCAL1,30.53888889,0.89103,NEW,TRUE,FALSE,FALSE,,
879,HRAS,0.327777778,0.079774,KNOWN,TRUE,TRUE,TRUE,,
880,HRH1,0.077777778,1.86E-06,NEW,FALSE,TRUE,FALSE,,
881,HS1BP3,7.133333333,1.19E-06,NEW,TRUE,FALSE,FALSE,,
882,HSF1,16.93333333,0.74762,KNOWN,FALSE,TRUE,FALSE,,
883,HSP90AA1,132.0944444,0.86025,NEW,TRUE,TRUE,TRUE,,
884,HSP90AB1,302.3277778,0.99923,KNOWN,TRUE,TRUE,TRUE,,
885,HSP90B1,141.4111111,0.9972,KNOWN,FALSE,TRUE,FALSE,,
886,HSPA1A,1.333333333,0.030228,KNOWN,FALSE,TRUE,FALSE,,
887,HSPA1B,0.016666667,0.0053464,KNOWN,FALSE,TRUE,FALSE,,
888,HSPB1,53.08888889,2.78E-07,KNOWN,TRUE,TRUE,TRUE,,
889,HSPD1,47.98888889,0.99257,KNOWN,FALSE,TRUE,FALSE,,
890,HTR6,0.016666667,0.00018524,NEW,FALSE,TRUE,FALSE,,
891,HTRA2,4.233333333,0.0035755,KNOWN,FALSE,TRUE,FALSE,,
892,HTT,0.783333333,1,NEW,TRUE,TRUE,TRUE,,
893,ICAM1,9.583333333,0.035295,KNOWN,TRUE,TRUE,TRUE,,
894,ICAM4,15.76111111,1.21E-06,NEW,TRUE,FALSE,FALSE,,
895,ID1,0.066666667,0.00031026,KNOWN,FALSE,TRUE,FALSE,,
896,ID2,215.45,0.66939,KNOWN,FALSE,TRUE,FALSE,,
897,ID3,30.36666667,0.72177,KNOWN,FALSE,TRUE,FALSE,,
898,IDO1,22.67222222,3.30E-06,KNOWN,TRUE,FALSE,FALSE,,
899,IDO2,0.011111111,3.14E-09,NEW,TRUE,FALSE,FALSE,,
900,IER3,0.005555556,0.63122,KNOWN,TRUE,TRUE,TRUE,,
901,IER5,1.611111111,0.86869,NEW,TRUE,FALSE,FALSE,,
902,IFI16,55.02222222,1.78E-11,KNOWN,TRUE,TRUE,TRUE,,
903,IFI27,0.877777778,0.010698,NEW,TRUE,FALSE,FALSE,,
904,IFI35,50.80555556,4.28E-07,NEW,TRUE,FALSE,FALSE,,
905,IFI6,141.1833333,0.013731,NEW,TRUE,FALSE,FALSE,,
906,IFIT1,17.83888889,0.00027793,NEW,TRUE,FALSE,FALSE,,
907,IFIT3,43.13333333,0.11732,NEW,TRUE,FALSE,FALSE,,
908,IFITM1,1047.705556,0.13569,KNOWN,TRUE,TRUE,TRUE,,
909,IFITM3,431.9555556,0.030466,NEW,TRUE,FALSE,FALSE,,
910,IFNA2,0.005555556,NA,KNOWN,TRUE,FALSE,FALSE,,
911,IFNB1,0.011111111,NA,KNOWN,TRUE,TRUE,TRUE,,
912,IFNG,1.161111111,0.47156,KNOWN,TRUE,TRUE,TRUE,,
913,IFNLR1,1.361111111,0.062532,NEW,TRUE,FALSE,FALSE,,
914,IGF1,0.1,0.2716,KNOWN,TRUE,TRUE,TRUE,,
915,IGF1R,0.6,0.96799,KNOWN,TRUE,TRUE,TRUE,,
916,IGF2R,1.427777778,1,KNOWN,TRUE,FALSE,FALSE,,
917,IGFBP3,6.066666667,0.91029,KNOWN,TRUE,TRUE,TRUE,,
918,IKBKE,16.56666667,0.0090053,KNOWN,TRUE,TRUE,TRUE,,
919,IL12A,0.222222222,0.04746,KNOWN,TRUE,TRUE,TRUE,,
920,IL13RA1,3.383333333,0.96333,KNOWN,FALSE,TRUE,FALSE,,
921,IL15,4.944444444,0.70859,KNOWN,TRUE,FALSE,FALSE,,
922,IL15RA,12.62777778,2.33E-06,KNOWN,TRUE,TRUE,TRUE,,
923,IL16,162.0722222,1.24E-10,NEW,TRUE,TRUE,TRUE,,
924,IL17D,0.022222222,0.19796,NEW,TRUE,FALSE,FALSE,,
925,IL18,5.677777778,0.030717,KNOWN,TRUE,TRUE,TRUE,,
926,IL1B,5.627777778,0.13005,KNOWN,TRUE,TRUE,TRUE,,
927,IL1R1,0.116666667,0.15126,KNOWN,TRUE,TRUE,TRUE,,
928,IL1RAP,6.605555556,0.25846,KNOWN,FALSE,TRUE,FALSE,,
929,IL2,0.011111111,0.47968,KNOWN,TRUE,TRUE,TRUE,,
930,IL23A,7.594444444,0.35806,KNOWN,TRUE,FALSE,FALSE,,
931,IL27,0.644444444,0.78232,NEW,TRUE,FALSE,FALSE,,
932,IL3RA,135.7722222,2.99E-27,NEW,FALSE,TRUE,FALSE,,
933,IL4,19.4,0.0047372,KNOWN,TRUE,TRUE,TRUE,,
934,IL4R,8.744444444,0.00023013,NEW,TRUE,TRUE,TRUE,,
935,IL5,0.05,0.0056529,KNOWN,TRUE,FALSE,FALSE,,
936,IL6,0.361111111,0.31536,KNOWN,TRUE,TRUE,TRUE,,
937,ILK,156.0888889,3.79E-05,KNOWN,FALSE,TRUE,FALSE,,
938,IMMP2L,15.47777778,0.011165,NEW,TRUE,FALSE,FALSE,,
939,ING1,12.45,0.0096662,KNOWN,TRUE,FALSE,FALSE,,
940,INPP4A,1.794444444,0.99952,NEW,TRUE,FALSE,FALSE,,
941,INPP4B,6.738888889,0.55218,NEW,TRUE,FALSE,FALSE,,
942,INPP5D,10.21111111,0.97198,NEW,TRUE,FALSE,FALSE,,
943,INSR,2.944444444,3.61E-05,KNOWN,TRUE,TRUE,TRUE,,
944,INTS7,8.155555556,1.26E-05,NEW,TRUE,FALSE,FALSE,,
945,IPCEF1,15.19444444,0.0015595,NEW,TRUE,FALSE,FALSE,,
946,IQGAP1,19.67222222,0.99754,KNOWN,FALSE,TRUE,FALSE,,
947,IQGAP2,3.794444444,8.50E-27,KNOWN,TRUE,FALSE,FALSE,,
948,IQSEC1,2.772222222,0.99969,NEW,TRUE,FALSE,FALSE,,
949,IRAK2,2.166666667,2.61E-19,KNOWN,FALSE,TRUE,FALSE,,
950,IRF1,143.6888889,0.9909,KNOWN,TRUE,TRUE,TRUE,,
951,IRF2,93.17222222,0.79793,KNOWN,TRUE,FALSE,FALSE,,
952,IRF5,12.85555556,0.0090365,NEW,TRUE,TRUE,TRUE,,
953,IRS1,0.005555556,0.023645,KNOWN,TRUE,TRUE,TRUE,,
954,IRS2,0.322222222,0.99032,KNOWN,FALSE,TRUE,FALSE,,
955,ISG20,369.5944444,0.002899,NEW,TRUE,FALSE,FALSE,,
956,ITGA11,0.072222222,8.66E-08,KNOWN,FALSE,TRUE,FALSE,,
957,ITGA2,0.016666667,6.28E-11,KNOWN,FALSE,TRUE,FALSE,,
958,ITGA3,0.016666667,3.55E-07,NEW,FALSE,TRUE,FALSE,,
959,ITGA4,44.56666667,0.00010067,KNOWN,FALSE,TRUE,FALSE,,
960,ITGA5,16.98888889,0.42455,KNOWN,FALSE,TRUE,FALSE,,
961,ITGA6,4.566666667,1.90E-07,KNOWN,FALSE,TRUE,FALSE,,
962,ITGA9,0.016666667,0.0081584,NEW,FALSE,TRUE,FALSE,,
963,ITGAL,23.52222222,0.0043213,KNOWN,FALSE,TRUE,FALSE,,
964,ITGAM,21.07777778,3.31E-11,KNOWN,TRUE,TRUE,TRUE,,
965,ITGAV,0.522222222,0.00022844,KNOWN,FALSE,TRUE,FALSE,,
966,ITGAX,16.12222222,1.37E-15,NEW,FALSE,TRUE,FALSE,,
967,ITGB1,97.80555556,0.98208,KNOWN,FALSE,TRUE,FALSE,,
968,ITGB3,0.166666667,0.0017189,KNOWN,FALSE,TRUE,FALSE,,
969,ITGB4,0.555555556,9.53E-19,NEW,FALSE,TRUE,FALSE,,
970,ITGB5,0.138888889,9.89E-08,NEW,FALSE,TRUE,FALSE,,
971,ITGB7,32.91666667,2.37E-06,NEW,TRUE,TRUE,TRUE,,
972,ITGB8,0.688888889,0.99767,NEW,FALSE,TRUE,FALSE,,
973,ITPR1,1.394444444,1,KNOWN,TRUE,FALSE,FALSE,,
974,ITPR2,5.427777778,5.71E-29,NEW,TRUE,FALSE,FALSE,,
975,ITSN1,0.977777778,1,KNOWN,TRUE,TRUE,TRUE,,
976,JADE2,2.45,0.99994,NEW,TRUE,FALSE,FALSE,,
977,JAG1,0.066666667,1,KNOWN,FALSE,TRUE,FALSE,,
978,JAK2,15.2,0.65372,KNOWN,TRUE,TRUE,TRUE,,
979,JAM3,0.894444444,0.0006158,NEW,FALSE,TRUE,FALSE,,
980,JMJD1C,2.55,1,NEW,TRUE,FALSE,FALSE,,
981,JUN,1.038888889,0.05962,KNOWN,TRUE,TRUE,TRUE,,
982,JUNB,75.58888889,0.86299,KNOWN,TRUE,TRUE,TRUE,,
983,JUND,6.411111111,0.70054,KNOWN,TRUE,TRUE,TRUE,,
984,KALRN,0.161111111,1,NEW,TRUE,FALSE,FALSE,,
985,KAT2A,0.188888889,0.57331,KNOWN,FALSE,TRUE,FALSE,,
986,KAT2B,0.783333333,0.98975,KNOWN,TRUE,TRUE,TRUE,,
987,KAT5,31.03333333,0.088234,KNOWN,FALSE,TRUE,FALSE,,
988,KAT6A,1.777777778,1,NEW,TRUE,TRUE,TRUE,,
989,KAT6B,0.744444444,1,NEW,TRUE,FALSE,FALSE,,
990,KAT8,5.211111111,0.22493,NEW,FALSE,TRUE,FALSE,,
991,KAZN,0.122222222,0.59671,NEW,TRUE,FALSE,FALSE,,
992,KCNJ15,15.09444444,0.11313,NEW,TRUE,FALSE,FALSE,,
993,KCNK1,0.344444444,0.031161,NEW,TRUE,FALSE,FALSE,,
994,KCNMA1,0.244444444,0.99731,NEW,TRUE,FALSE,FALSE,,
995,KCNN3,0.35,0.97227,NEW,TRUE,FALSE,FALSE,,
996,KCTD1,0.038888889,0.85538,NEW,TRUE,FALSE,FALSE,,
997,KDM1A,3.338888889,0.99667,KNOWN,FALSE,TRUE,FALSE,,
998,KDM2A,1.733333333,1,NEW,TRUE,TRUE,TRUE,,
999,KDM2B,3.927777778,1,KNOWN,TRUE,FALSE,FALSE,,
1000,KDM4C,7.811111111,6.52E-07,NEW,TRUE,FALSE,FALSE,,
1001,KDM5A,27.97222222,1,KNOWN,FALSE,TRUE,FALSE,,
1002,KDM6B,0.777777778,1,KNOWN,TRUE,FALSE,FALSE,,
1003,KEAP1,33.76666667,0.00038766,KNOWN,FALSE,TRUE,FALSE,,
1004,KHDRBS1,6.977777778,0.99423,KNOWN,FALSE,TRUE,FALSE,,
1005,KHDRBS2,0.738888889,0.038537,NEW,FALSE,TRUE,FALSE,,
1006,KHSRP,3.172222222,1,NEW,TRUE,FALSE,FALSE,,
1007,KIAA1217,0.05,0.00023185,NEW,TRUE,FALSE,FALSE,,
1008,KIAA1324L,0.594444444,2.04E-05,NEW,TRUE,FALSE,FALSE,,
1009,KIF2A,25.87777778,0.99998,NEW,TRUE,FALSE,FALSE,,
1010,KIR2DL1,0.005555556,3.57E-15,NEW,FALSE,TRUE,FALSE,,
1011,KIR3DL1,0.161111111,8.36E-14,NEW,FALSE,TRUE,FALSE,,
1012,KIT,2.488888889,0.98087,KNOWN,TRUE,TRUE,TRUE,,
1013,KLF11,3.322222222,8.32E-09,KNOWN,TRUE,FALSE,FALSE,,
1014,KLF2,33.26111111,0.56044,NEW,TRUE,FALSE,FALSE,,
1015,KLF4,0.65,0.99714,KNOWN,TRUE,FALSE,FALSE,,
1016,KLF5,1.016666667,0.8181,KNOWN,TRUE,FALSE,FALSE,,
