Table S7: IEI Candidate Genes with Average in NK Cells > 1 TPM Filter,CellType,Gene,mean,InItan,Pathway1,Pathway2,BothPathways,,
715,NK cell,MGLL,2.1,NEW,TRUE,FALSE,FALSE,,
716,NK cell,MGMT,35.5,KNOWN,TRUE,FALSE,FALSE,,
717,NK cell,MGRN1,1.6,NEW,TRUE,FALSE,FALSE,,
718,NK cell,MICAL2,3.8,NEW,TRUE,FALSE,FALSE,,
719,NK cell,MICALL1,1.3,NEW,TRUE,FALSE,FALSE,,
720,NK cell,MITF,1.5,KNOWN,TRUE,FALSE,FALSE,,
721,NK cell,MKNK1,12.8,KNOWN,FALSE,TRUE,FALSE,,
722,NK cell,MKNK2,11,KNOWN,FALSE,TRUE,FALSE,,
723,NK cell,MKRN1,34.3,NEW,FALSE,TRUE,FALSE,,
724,NK cell,MLH1,10.3,KNOWN,TRUE,TRUE,TRUE,,
725,NK cell,MLLT3,5,NEW,TRUE,FALSE,FALSE,,
726,NK cell,MOB1A,63.1,NEW,TRUE,FALSE,FALSE,,
727,NK cell,MOV10,13.4,NEW,TRUE,FALSE,FALSE,,
728,NK cell,MPG,113.5,KNOWN,FALSE,TRUE,FALSE,,
729,NK cell,MPRIP,4.6,NEW,FALSE,TRUE,FALSE,,
730,NK cell,MPZL1,11.5,NEW,TRUE,FALSE,FALSE,,
731,NK cell,MR1,20.3,KNOWN,TRUE,FALSE,FALSE,,
732,NK cell,MRE11,8.9,NEW,TRUE,TRUE,TRUE,,
733,NK cell,MRPL27,108.2,NEW,TRUE,FALSE,FALSE,,
734,NK cell,MRPS27,45.8,NEW,TRUE,FALSE,FALSE,,
735,NK cell,MS4A1,6.2,NEW,FALSE,TRUE,FALSE,,
736,NK cell,MSH2,15.9,KNOWN,TRUE,TRUE,TRUE,,
737,NK cell,MTHFR,2.1,NEW,TRUE,FALSE,FALSE,,
738,NK cell,MTOR,1.2,KNOWN,TRUE,TRUE,TRUE,,
739,NK cell,MTSS1,2.4,KNOWN,TRUE,FALSE,FALSE,,
740,NK cell,MVP,79,NEW,TRUE,FALSE,FALSE,,
741,NK cell,MX1,23.1,KNOWN,TRUE,FALSE,FALSE,,
742,NK cell,MYC,111.5,KNOWN,TRUE,TRUE,TRUE,,
743,NK cell,MYCBP2,2.8,NEW,TRUE,TRUE,TRUE,,
744,NK cell,MYH9,9.9,NEW,TRUE,FALSE,FALSE,,
745,NK cell,MYO9B,2.8,KNOWN,TRUE,FALSE,FALSE,,
746,NK cell,MZF1,5.4,NEW,TRUE,TRUE,TRUE,,
747,NK cell,NAA35,6.1,NEW,TRUE,FALSE,FALSE,,
748,NK cell,NABP1,2.6,NEW,TRUE,FALSE,FALSE,,
749,NK cell,NBN,17.4,NEW,TRUE,TRUE,TRUE,,
750,NK cell,NCAM1,58.1,KNOWN,TRUE,FALSE,FALSE,,
751,NK cell,NCBP1,16.1,KNOWN,FALSE,TRUE,FALSE,,
752,NK cell,NCK1,23.1,KNOWN,FALSE,TRUE,FALSE,,
753,NK cell,NCK2,13.4,KNOWN,FALSE,TRUE,FALSE,,
754,NK cell,NCL,232.2,NEW,FALSE,TRUE,FALSE,,
755,NK cell,NCOA1,3.7,KNOWN,TRUE,TRUE,TRUE,,
756,NK cell,NCOA2,1.4,KNOWN,FALSE,TRUE,FALSE,,
757,NK cell,NCOA3,2.4,KNOWN,FALSE,TRUE,FALSE,,
758,NK cell,NCOA7,15.6,NEW,TRUE,FALSE,FALSE,,
759,NK cell,NDRG1,1.4,KNOWN,TRUE,TRUE,TRUE,,
760,NK cell,NDRG2,3.1,NEW,FALSE,TRUE,FALSE,,
761,NK cell,NEDD9,13.2,NEW,TRUE,TRUE,TRUE,,
762,NK cell,NEK2,1.7,KNOWN,FALSE,TRUE,FALSE,,
763,NK cell,NEK6,23.4,NEW,TRUE,TRUE,TRUE,,
764,NK cell,NEK7,4,NEW,TRUE,FALSE,FALSE,,
765,NK cell,NEK9,2.8,KNOWN,FALSE,TRUE,FALSE,,
766,NK cell,NF2,14.5,KNOWN,FALSE,TRUE,FALSE,,
767,NK cell,NFATC1,2.2,KNOWN,TRUE,FALSE,FALSE,,
768,NK cell,NFATC2,6.4,KNOWN,TRUE,TRUE,TRUE,,
769,NK cell,NFATC3,21.4,KNOWN,FALSE,TRUE,FALSE,,
770,NK cell,NFIC,7.4,KNOWN,TRUE,FALSE,FALSE,,
771,NK cell,NFYA,7.1,KNOWN,TRUE,TRUE,TRUE,,
772,NK cell,NFYB,25.5,KNOWN,TRUE,FALSE,FALSE,,
773,NK cell,NFYC,44.6,KNOWN,TRUE,FALSE,FALSE,,
774,NK cell,NIN,2.3,NEW,FALSE,TRUE,FALSE,,
775,NK cell,NINJ1,47.9,NEW,TRUE,FALSE,FALSE,,
776,NK cell,NKIRAS1,3.6,NEW,FALSE,TRUE,FALSE,,
777,NK cell,NLRC5,2.8,NEW,TRUE,FALSE,FALSE,,
778,NK cell,NLRP2,1.2,KNOWN,FALSE,TRUE,FALSE,,
779,NK cell,NME1,50.9,KNOWN,TRUE,FALSE,FALSE,,
780,NK cell,NME7,10.6,NEW,TRUE,FALSE,FALSE,,
781,NK cell,NMI,76.2,KNOWN,TRUE,FALSE,FALSE,,
782,NK cell,NOD1,9.5,KNOWN,FALSE,TRUE,FALSE,,
783,NK cell,NOLC1,18.6,NEW,TRUE,TRUE,TRUE,,
784,NK cell,NOTCH1,1.8,KNOWN,FALSE,TRUE,FALSE,,
785,NK cell,NOTCH2,1.4,KNOWN,FALSE,TRUE,FALSE,,
786,NK cell,NPM1,691.2,KNOWN,FALSE,TRUE,FALSE,,
787,NK cell,NQO1,21,NEW,TRUE,FALSE,FALSE,,
788,NK cell,NQO2,34.1,NEW,TRUE,FALSE,FALSE,,
789,NK cell,NR1H2,79,KNOWN,FALSE,TRUE,FALSE,,
790,NK cell,NR2C2,1.1,KNOWN,FALSE,TRUE,FALSE,,
791,NK cell,NR2F6,5.2,KNOWN,TRUE,FALSE,FALSE,,
792,NK cell,NR3C1,25.7,KNOWN,TRUE,TRUE,TRUE,,
793,NK cell,NRAS,16.8,KNOWN,FALSE,TRUE,FALSE,,
794,NK cell,NRP1,1.2,KNOWN,TRUE,TRUE,TRUE,,
795,NK cell,NSD1,12.5,NEW,TRUE,FALSE,FALSE,,
796,NK cell,NSMAF,7,NEW,TRUE,FALSE,FALSE,,
797,NK cell,NUAK2,18.1,NEW,FALSE,TRUE,FALSE,,
798,NK cell,NUMB,13.9,KNOWN,FALSE,TRUE,FALSE,,
799,NK cell,NUP153,3.4,NEW,FALSE,TRUE,FALSE,,
800,NK cell,NUP210,5.9,NEW,TRUE,FALSE,FALSE,,
801,NK cell,OAS2,36.6,NEW,TRUE,FALSE,FALSE,,
802,NK cell,OAS3,6.3,NEW,TRUE,FALSE,FALSE,,
803,NK cell,OASL,25.8,NEW,TRUE,FALSE,FALSE,,
804,NK cell,OGG1,27.6,NEW,TRUE,FALSE,FALSE,,
805,NK cell,OGT,11.5,NEW,FALSE,TRUE,FALSE,,
806,NK cell,OPTN,55.5,KNOWN,TRUE,FALSE,FALSE,,
807,NK cell,OSBPL3,8.5,NEW,TRUE,FALSE,FALSE,,
808,NK cell,OSBPL8,39.5,NEW,TRUE,FALSE,FALSE,,
809,NK cell,OSBPL9,22,NEW,TRUE,FALSE,FALSE,,
810,NK cell,OSM,4.4,KNOWN,TRUE,FALSE,FALSE,,
811,NK cell,OTUB1,167,KNOWN,FALSE,TRUE,FALSE,,
812,NK cell,OXSR1,3.2,NEW,FALSE,TRUE,FALSE,,
813,NK cell,P2RY6,4.6,NEW,TRUE,TRUE,TRUE,,
814,NK cell,PA2G4,156.7,KNOWN,TRUE,TRUE,TRUE,,
815,NK cell,PACSIN2,19.3,KNOWN,TRUE,FALSE,FALSE,,
816,NK cell,PAG1,1.9,KNOWN,TRUE,TRUE,TRUE,,
817,NK cell,PAK1,30.5,KNOWN,TRUE,TRUE,TRUE,,
818,NK cell,PAK2,13.8,KNOWN,FALSE,TRUE,FALSE,,
819,NK cell,PAK4,1.1,KNOWN,FALSE,TRUE,FALSE,,
820,NK cell,PANK2,8.8,NEW,TRUE,FALSE,FALSE,,
821,NK cell,PARD6A,1.3,KNOWN,FALSE,TRUE,FALSE,,
822,NK cell,PARK7,492.4,KNOWN,FALSE,TRUE,FALSE,,
823,NK cell,PARP1,48.6,KNOWN,FALSE,TRUE,FALSE,,
824,NK cell,PARP10,2.2,NEW,TRUE,FALSE,FALSE,,
825,NK cell,PARP14,12.3,NEW,TRUE,FALSE,FALSE,,
826,NK cell,PARP9,33.9,NEW,TRUE,FALSE,FALSE,,
827,NK cell,PCBP2,26.1,NEW,FALSE,TRUE,FALSE,,
828,NK cell,PCK2,2.3,NEW,TRUE,FALSE,FALSE,,
829,NK cell,PCNA,43.3,KNOWN,TRUE,TRUE,TRUE,,
830,NK cell,PDE4B,12.6,NEW,TRUE,FALSE,FALSE,,
831,NK cell,PDE7A,2.5,NEW,TRUE,FALSE,FALSE,,
832,NK cell,PDGFA,4.1,NEW,FALSE,TRUE,FALSE,,
833,NK cell,PDIA3,14.3,KNOWN,FALSE,TRUE,FALSE,,
834,NK cell,PDK1,2.4,NEW,FALSE,TRUE,FALSE,,
835,NK cell,PDK2,22.7,NEW,FALSE,TRUE,FALSE,,
836,NK cell,PDLIM5,10.4,NEW,TRUE,FALSE,FALSE,,
837,NK cell,PDPK1,5.3,KNOWN,TRUE,TRUE,TRUE,,
838,NK cell,PEA15,8.7,KNOWN,FALSE,TRUE,FALSE,,
839,NK cell,PEBP1,114,KNOWN,TRUE,TRUE,TRUE,,
840,NK cell,PECAM1,43.2,NEW,TRUE,FALSE,FALSE,,
841,NK cell,PELI1,3.5,NEW,TRUE,TRUE,TRUE,,
842,NK cell,PER2,1.3,NEW,TRUE,FALSE,FALSE,,
843,NK cell,PFKFB3,1.2,NEW,TRUE,FALSE,FALSE,,
844,NK cell,PFN1,6635.5,KNOWN,FALSE,TRUE,FALSE,,
845,NK cell,PGK1,147.1,NEW,FALSE,TRUE,FALSE,,
846,NK cell,PGPEP1,5,NEW,TRUE,FALSE,FALSE,,
847,NK cell,PGS1,11.4,NEW,TRUE,FALSE,FALSE,,
848,NK cell,PHACTR1,1.2,NEW,TRUE,TRUE,TRUE,,
849,NK cell,PHACTR2,3.8,NEW,TRUE,FALSE,FALSE,,
850,NK cell,PHACTR4,2.3,NEW,TRUE,FALSE,FALSE,,
851,NK cell,PHB,166.3,KNOWN,FALSE,TRUE,FALSE,,
852,NK cell,PIAS1,20.7,KNOWN,FALSE,TRUE,FALSE,,
853,NK cell,PIAS3,16.4,KNOWN,TRUE,FALSE,FALSE,,
854,NK cell,PIAS4,16.5,KNOWN,FALSE,TRUE,FALSE,,
855,NK cell,PIEZO1,1.1,NEW,TRUE,FALSE,FALSE,,
856,NK cell,PIK3AP1,14.7,NEW,TRUE,TRUE,TRUE,,
857,NK cell,PIK3C3,13.3,KNOWN,FALSE,TRUE,FALSE,,
858,NK cell,PIK3CA,1.4,KNOWN,FALSE,TRUE,FALSE,,
859,NK cell,PIK3CB,1.3,KNOWN,FALSE,TRUE,FALSE,,
860,NK cell,PIK3CG,10,KNOWN,FALSE,TRUE,FALSE,,
861,NK cell,PIK3R4,9.4,KNOWN,FALSE,TRUE,FALSE,,
862,NK cell,PIK3R5,9.2,NEW,TRUE,FALSE,FALSE,,
863,NK cell,PIM1,42.6,KNOWN,TRUE,TRUE,TRUE,,
864,NK cell,PIM2,100,NEW,TRUE,FALSE,FALSE,,
865,NK cell,PIM3,1.6,NEW,TRUE,FALSE,FALSE,,
866,NK cell,PIN1,198.4,KNOWN,FALSE,TRUE,FALSE,,
867,NK cell,PIP4K2A,162.2,NEW,TRUE,TRUE,TRUE,,
868,NK cell,PKIA,1.8,NEW,FALSE,TRUE,FALSE,,
869,NK cell,PKIG,4.8,NEW,TRUE,FALSE,FALSE,,
870,NK cell,PKM,117.1,NEW,TRUE,TRUE,TRUE,,
871,NK cell,PKN1,24.2,KNOWN,FALSE,TRUE,FALSE,,
872,NK cell,PKN2,3.8,KNOWN,FALSE,TRUE,FALSE,,
873,NK cell,PLA2G4A,1.2,KNOWN,FALSE,TRUE,FALSE,,
874,NK cell,PLAC8,1090.7,NEW,TRUE,FALSE,FALSE,,
875,NK cell,PLAGL1,2.9,NEW,TRUE,FALSE,FALSE,,
876,NK cell,PLAUR,7.5,KNOWN,TRUE,TRUE,TRUE,,
877,NK cell,PLCB1,1.1,NEW,TRUE,TRUE,TRUE,,
878,NK cell,PLCB2,1.3,KNOWN,FALSE,TRUE,FALSE,,
879,NK cell,PLCG1,3.8,KNOWN,FALSE,TRUE,FALSE,,
880,NK cell,PLD1,2.5,KNOWN,TRUE,TRUE,TRUE,,
881,NK cell,PLEKHA2,4.3,NEW,TRUE,FALSE,FALSE,,
882,NK cell,PLEKHG3,10.7,NEW,TRUE,FALSE,FALSE,,
883,NK cell,PLEKHO1,4.3,NEW,TRUE,FALSE,FALSE,,
884,NK cell,PLK2,8.3,NEW,TRUE,TRUE,TRUE,,
885,NK cell,PLSCR1,61.3,KNOWN,TRUE,FALSE,FALSE,,
886,NK cell,PLSCR3,20.4,NEW,TRUE,FALSE,FALSE,,
887,NK cell,PLXNC1,1.2,NEW,TRUE,FALSE,FALSE,,
888,NK cell,PMAIP1,7.2,NEW,TRUE,TRUE,TRUE,,
889,NK cell,PML,16.3,KNOWN,TRUE,TRUE,TRUE,,
890,NK cell,PNKP,3.8,KNOWN,TRUE,FALSE,FALSE,,
891,NK cell,PNPLA8,24.8,NEW,TRUE,FALSE,FALSE,,
892,NK cell,POLA2,3.9,KNOWN,FALSE,TRUE,FALSE,,
893,NK cell,POLD4,61,KNOWN,FALSE,TRUE,FALSE,,
894,NK cell,POLE,1.8,NEW,FALSE,TRUE,FALSE,,
895,NK cell,PON2,8.5,NEW,TRUE,FALSE,FALSE,,
896,NK cell,POU2F2,1.9,KNOWN,TRUE,FALSE,FALSE,,
897,NK cell,PPFIBP2,2.3,NEW,TRUE,FALSE,FALSE,,
898,NK cell,PPIA,1110.3,KNOWN,FALSE,TRUE,FALSE,,
899,NK cell,PPM1A,2.9,KNOWN,TRUE,TRUE,TRUE,,
900,NK cell,PPM1B,3.6,KNOWN,TRUE,TRUE,TRUE,,
901,NK cell,PPM1D,9.3,KNOWN,TRUE,TRUE,TRUE,,
902,NK cell,PPM1G,56,KNOWN,TRUE,FALSE,FALSE,,
903,NK cell,PPM1M,12.5,NEW,FALSE,TRUE,FALSE,,
904,NK cell,PPP1CA,688.7,KNOWN,TRUE,TRUE,TRUE,,
905,NK cell,PPP1CB,67.4,KNOWN,TRUE,TRUE,TRUE,,
906,NK cell,PPP1CC,16.3,KNOWN,TRUE,TRUE,TRUE,,
907,NK cell,PPP1R12A,107.2,NEW,FALSE,TRUE,FALSE,,
908,NK cell,PPP1R14A,8,NEW,FALSE,TRUE,FALSE,,
909,NK cell,PPP1R15A,13.8,NEW,TRUE,FALSE,FALSE,,
910,NK cell,PPP1R2,98.4,NEW,TRUE,FALSE,FALSE,,
911,NK cell,PPP1R9B,2.5,KNOWN,FALSE,TRUE,FALSE,,
912,NK cell,PPP2CA,82.4,KNOWN,TRUE,TRUE,TRUE,,
913,NK cell,PPP2CB,4,KNOWN,TRUE,TRUE,TRUE,,
914,NK cell,PPP2R1A,251.9,KNOWN,FALSE,TRUE,FALSE,,
915,NK cell,PPP2R2A,5.4,KNOWN,FALSE,TRUE,FALSE,,
916,NK cell,PPP2R2B,19.6,KNOWN,FALSE,TRUE,FALSE,,
917,NK cell,PPP2R5A,3.8,NEW,FALSE,TRUE,FALSE,,
918,NK cell,PPP2R5C,73,KNOWN,FALSE,TRUE,FALSE,,
919,NK cell,PPP2R5D,15.9,NEW,FALSE,TRUE,FALSE,,
920,NK cell,PPP3CA,70.8,KNOWN,TRUE,TRUE,TRUE,,
921,NK cell,PPP3CC,21,NEW,FALSE,TRUE,FALSE,,
922,NK cell,PPP4C,54.6,NEW,TRUE,FALSE,FALSE,,
923,NK cell,PPP5C,24.3,KNOWN,FALSE,TRUE,FALSE,,
924,NK cell,PPP6C,25,KNOWN,FALSE,TRUE,FALSE,,
925,NK cell,PRDM1,5.3,KNOWN,TRUE,FALSE,FALSE,,
926,NK cell,PRDM16,2.3,NEW,TRUE,FALSE,FALSE,,
927,NK cell,PRDX1,129.3,KNOWN,FALSE,TRUE,FALSE,,
928,NK cell,PREX1,2,NEW,TRUE,TRUE,TRUE,,
929,NK cell,PRKAA1,11.8,KNOWN,TRUE,TRUE,TRUE,,
930,NK cell,PRKAB1,39.4,KNOWN,TRUE,TRUE,TRUE,,
931,NK cell,PRKAG2,4.3,NEW,TRUE,FALSE,FALSE,,
932,NK cell,PRKAR1A,82.1,KNOWN,FALSE,TRUE,FALSE,,
933,NK cell,PRKAR1B,4.5,NEW,FALSE,TRUE,FALSE,,
934,NK cell,PRKAR2A,7.9,NEW,FALSE,TRUE,FALSE,,
935,NK cell,PRKCB,41.5,KNOWN,TRUE,TRUE,TRUE,,
936,NK cell,PRKCH,126.4,KNOWN,TRUE,FALSE,FALSE,,
937,NK cell,PRKCI,2.9,KNOWN,FALSE,TRUE,FALSE,,
938,NK cell,PRKCQ,14.3,KNOWN,TRUE,TRUE,TRUE,,
939,NK cell,PRKD2,2.4,KNOWN,FALSE,TRUE,FALSE,,
940,NK cell,PRKRA,26.9,NEW,FALSE,TRUE,FALSE,,
941,NK cell,PRMT5,19.5,KNOWN,FALSE,TRUE,FALSE,,
942,NK cell,PRPF40A,80.1,NEW,TRUE,FALSE,FALSE,,
943,NK cell,PRPF4B,10.3,KNOWN,FALSE,TRUE,FALSE,,
944,NK cell,PRR5,6,NEW,TRUE,TRUE,TRUE,,
945,NK cell,PSD4,6.6,NEW,TRUE,FALSE,FALSE,,
946,NK cell,PSEN1,44.9,KNOWN,FALSE,TRUE,FALSE,,
947,NK cell,PSEN2,24.8,KNOWN,FALSE,TRUE,FALSE,,
948,NK cell,PSMB9,100.6,KNOWN,TRUE,FALSE,FALSE,,
949,NK cell,PSMD1,42.7,KNOWN,TRUE,FALSE,FALSE,,
950,NK cell,PSTPIP2,2.9,NEW,TRUE,FALSE,FALSE,,
951,NK cell,PTK2,5,KNOWN,TRUE,TRUE,TRUE,,
952,NK cell,PTK2B,32,KNOWN,TRUE,TRUE,TRUE,,
953,NK cell,PTMA,1881.2,NEW,FALSE,TRUE,FALSE,,
954,NK cell,PTP4A1,47.4,NEW,TRUE,FALSE,FALSE,,
955,NK cell,PTP4A2,66.1,NEW,TRUE,FALSE,FALSE,,
956,NK cell,PTPA,24.3,NEW,TRUE,TRUE,TRUE,,
957,NK cell,PTPN1,5.5,KNOWN,TRUE,TRUE,TRUE,,
958,NK cell,PTPN11,13.7,KNOWN,TRUE,TRUE,TRUE,,
959,NK cell,PTPN12,14,KNOWN,TRUE,TRUE,TRUE,,
960,NK cell,PTPN18,3.2,KNOWN,FALSE,TRUE,FALSE,,
961,NK cell,PTPN2,67.5,KNOWN,TRUE,TRUE,TRUE,,
962,NK cell,PTPN22,12,KNOWN,TRUE,TRUE,TRUE,,
963,NK cell,PTPN6,230.5,KNOWN,TRUE,TRUE,TRUE,,
964,NK cell,PTPN7,15.7,KNOWN,FALSE,TRUE,FALSE,,
965,NK cell,PTPRA,4.1,KNOWN,TRUE,TRUE,TRUE,,
966,NK cell,PTPRE,33.3,NEW,TRUE,TRUE,TRUE,,
967,NK cell,PTPRJ,1.1,NEW,TRUE,TRUE,TRUE,,
968,NK cell,PTTG1,14,KNOWN,TRUE,FALSE,FALSE,,
969,NK cell,PTTG1IP,66.3,NEW,TRUE,FALSE,FALSE,,
970,NK cell,PURA,1.2,KNOWN,TRUE,FALSE,FALSE,,
971,NK cell,PWP2,2.3,KNOWN,TRUE,FALSE,FALSE,,
972,NK cell,PXN,56,KNOWN,FALSE,TRUE,FALSE,,
973,NK cell,PYCARD,202.6,KNOWN,TRUE,TRUE,TRUE,,
974,NK cell,RAB31,4.6,NEW,TRUE,FALSE,FALSE,,
975,NK cell,RAB3GAP2,2.9,NEW,TRUE,FALSE,FALSE,,
976,NK cell,RABGGTA,8.8,NEW,TRUE,FALSE,FALSE,,
977,NK cell,RAC1,29,KNOWN,FALSE,TRUE,FALSE,,
978,NK cell,RACGAP1,12.7,NEW,FALSE,TRUE,FALSE,,
979,NK cell,RACK1,496.2,NEW,FALSE,TRUE,FALSE,,
980,NK cell,RAD1,4.1,KNOWN,FALSE,TRUE,FALSE,,
981,NK cell,RAD17,6.6,KNOWN,TRUE,TRUE,TRUE,,
982,NK cell,RAD18,2.8,KNOWN,FALSE,TRUE,FALSE,,
983,NK cell,RAD50,8.1,KNOWN,TRUE,FALSE,FALSE,,
984,NK cell,RAD51B,8.8,NEW,TRUE,FALSE,FALSE,,
985,NK cell,RAD9A,3.2,KNOWN,TRUE,TRUE,TRUE,,
986,NK cell,RAF1,31.7,KNOWN,FALSE,TRUE,FALSE,,
987,NK cell,RALBP1,18.1,KNOWN,FALSE,TRUE,FALSE,,
988,NK cell,RALGAPA2,1.7,NEW,TRUE,FALSE,FALSE,,
989,NK cell,RALGDS,10.1,KNOWN,TRUE,TRUE,TRUE,,
990,NK cell,RAN,526.1,KNOWN,FALSE,TRUE,FALSE,,
991,NK cell,RANGAP1,7.5,NEW,FALSE,TRUE,FALSE,,
992,NK cell,RAP1A,24.2,KNOWN,FALSE,TRUE,FALSE,,
993,NK cell,RAP1B,504.4,NEW,FALSE,TRUE,FALSE,,
994,NK cell,RAP1GAP2,1.9,NEW,TRUE,FALSE,FALSE,,
995,NK cell,RAPGEF1,1.3,KNOWN,TRUE,TRUE,TRUE,,
996,NK cell,RAPGEF2,3.9,NEW,TRUE,FALSE,FALSE,,
997,NK cell,RARA,5.7,KNOWN,TRUE,TRUE,TRUE,,
998,NK cell,RARG,2.3,KNOWN,FALSE,TRUE,FALSE,,
999,NK cell,RASA1,4.3,KNOWN,FALSE,TRUE,FALSE,,
1000,NK cell,RASA3,13.7,KNOWN,TRUE,FALSE,FALSE,,
1001,NK cell,RASGEF1B,4.2,NEW,TRUE,FALSE,FALSE,,
1002,NK cell,RASSF1,67.4,KNOWN,TRUE,TRUE,TRUE,,
1003,NK cell,RASSF2,9.1,NEW,TRUE,FALSE,FALSE,,
1004,NK cell,RASSF4,7.5,NEW,TRUE,FALSE,FALSE,,
1005,NK cell,RASSF5,139.6,NEW,TRUE,TRUE,TRUE,,
1006,NK cell,RB1,6.5,KNOWN,TRUE,TRUE,TRUE,,
1007,NK cell,RB1CC1,16,KNOWN,FALSE,TRUE,FALSE,,
1008,NK cell,RBBP8,9.1,KNOWN,TRUE,TRUE,TRUE,,
1009,NK cell,RBL1,2.4,KNOWN,FALSE,TRUE,FALSE,,
1010,NK cell,RBM19,8.1,NEW,TRUE,FALSE,FALSE,,
1011,NK cell,RBMS1,13.9,NEW,TRUE,FALSE,FALSE,,
1012,NK cell,RBPJ,121.7,KNOWN,TRUE,TRUE,TRUE,,
1013,NK cell,RBX1,99,KNOWN,FALSE,TRUE,FALSE,,
1014,NK cell,RCC2,1.8,NEW,TRUE,FALSE,FALSE,,
1015,NK cell,RCHY1,5.7,NEW,TRUE,FALSE,FALSE,,
1016,NK cell,RCN1,10.1,NEW,TRUE,FALSE,FALSE,,
1017,NK cell,RDX,19,KNOWN,FALSE,TRUE,FALSE,,
1018,NK cell,RECQL5,4.1,KNOWN,FALSE,TRUE,FALSE,,
1019,NK cell,RERE,3.3,NEW,TRUE,FALSE,FALSE,,
1020,NK cell,RFTN1,86.2,NEW,TRUE,FALSE,FALSE,,
1021,NK cell,RFX3,4.2,NEW,TRUE,FALSE,FALSE,,
1022,NK cell,RGS16,3.2,NEW,FALSE,TRUE,FALSE,,
1023,NK cell,RGS19,78,NEW,FALSE,TRUE,FALSE,,
1024,NK cell,RHBDD2,67.3,NEW,TRUE,FALSE,FALSE,,
1025,NK cell,RHBDF2,5.6,NEW,TRUE,FALSE,FALSE,,
1026,NK cell,RHEB,37.8,KNOWN,FALSE,TRUE,FALSE,,
1027,NK cell,RHEBL1,1.4,KNOWN,FALSE,TRUE,FALSE,,
1028,NK cell,RHOA,502.4,KNOWN,TRUE,TRUE,TRUE,,
1029,NK cell,RHOF,55.1,KNOWN,TRUE,FALSE,FALSE,,
1030,NK cell,RHOG,100.2,KNOWN,FALSE,TRUE,FALSE,,
1031,NK cell,RICTOR,4,KNOWN,FALSE,TRUE,FALSE,,
1032,NK cell,RIN3,22.5,NEW,TRUE,FALSE,FALSE,,
1033,NK cell,RIPK2,5.3,KNOWN,TRUE,TRUE,TRUE,,
1034,NK cell,RIPK3,2.7,KNOWN,FALSE,TRUE,FALSE,,
1035,NK cell,RIPOR2,140.3,NEW,TRUE,FALSE,FALSE,,
1036,NK cell,RNF11,3.8,KNOWN,FALSE,TRUE,FALSE,,
1037,NK cell,RNF213,29.8,NEW,TRUE,FALSE,FALSE,,
1038,NK cell,RNF216,15.4,KNOWN,TRUE,FALSE,FALSE,,
1039,NK cell,RNF8,8,KNOWN,FALSE,TRUE,FALSE,,
1040,NK cell,RNLS,2.9,NEW,TRUE,FALSE,FALSE,,
1041,NK cell,ROCK1,3,KNOWN,TRUE,TRUE,TRUE,,
1042,NK cell,RORA,7.2,KNOWN,TRUE,TRUE,TRUE,,
1043,NK cell,RPA1,82.8,KNOWN,FALSE,TRUE,FALSE,,
1044,NK cell,RPA2,266.2,KNOWN,TRUE,TRUE,TRUE,,
1045,NK cell,RPL10,5347.1,NEW,FALSE,TRUE,FALSE,,
1046,NK cell,RPL13,4211.4,NEW,FALSE,TRUE,FALSE,,
1047,NK cell,RPL39L,16.8,NEW,TRUE,FALSE,FALSE,,
1048,NK cell,RPS19,12300.4,KNOWN,TRUE,FALSE,FALSE,,
1049,NK cell,RPS24,2788.8,KNOWN,TRUE,FALSE,FALSE,,
1050,NK cell,RPS27A,3219.8,NEW,FALSE,TRUE,FALSE,,
1051,NK cell,RPS27L,119.4,NEW,TRUE,FALSE,FALSE,,
1052,NK cell,RPS3,1147.9,KNOWN,TRUE,FALSE,FALSE,,
1053,NK cell,RPS6,4339.3,KNOWN,FALSE,TRUE,FALSE,,
1054,NK cell,RPS6KA1,27.8,KNOWN,FALSE,TRUE,FALSE,,
1055,NK cell,RPS6KA2,4.6,NEW,TRUE,TRUE,TRUE,,
1056,NK cell,RPS6KA3,7.5,KNOWN,TRUE,TRUE,TRUE,,
1057,NK cell,RPS6KA5,12.4,KNOWN,TRUE,TRUE,TRUE,,
1058,NK cell,RPS6KB1,12.7,KNOWN,FALSE,TRUE,FALSE,,
1059,NK cell,RPS6KB2,31.8,NEW,TRUE,TRUE,TRUE,,
1060,NK cell,RRAS2,3.9,KNOWN,FALSE,TRUE,FALSE,,
1061,NK cell,RREB1,3.9,NEW,TRUE,FALSE,FALSE,,
1062,NK cell,RRM1,11.2,KNOWN,TRUE,FALSE,FALSE,,
1063,NK cell,RRM2B,4.2,KNOWN,TRUE,FALSE,FALSE,,
1064,NK cell,RSAD2,3.6,NEW,TRUE,FALSE,FALSE,,
1065,NK cell,RSF1,26.6,KNOWN,FALSE,TRUE,FALSE,,
1066,NK cell,RTN4,43.1,KNOWN,TRUE,FALSE,FALSE,,
1067,NK cell,RUNX1,1.6,KNOWN,TRUE,TRUE,TRUE,,
1068,NK cell,RUNX2,24.4,KNOWN,FALSE,TRUE,FALSE,,
1069,NK cell,RUNX3,32.2,KNOWN,TRUE,TRUE,TRUE,,
1070,NK cell,RUVBL1,19.1,KNOWN,FALSE,TRUE,FALSE,,
1071,NK cell,RXRA,2,KNOWN,FALSE,TRUE,FALSE,,
