Table S1: IEI Candidate Genes without Filter,X1,pLI,AssociatedGene,pNull,pRec,InItan,Pathway1,Pathway2,BothPathways,,
349,1043,2.59E-09,IL3,0.97693,0.023067,KNOWN,FALSE,TRUE,FALSE,,
350,1132,2.68E-09,KIR2DL3,0.9149,0.0851,NEW,FALSE,TRUE,FALSE,,
351,1467,2.81E-09,NOXA1,0.26965,0.73035,NEW,FALSE,TRUE,FALSE,,
352,2137,2.82E-09,SUGCT,0.26891,0.73109,NEW,TRUE,FALSE,FALSE,,
353,15,2.89E-09,ACSL5,0.0009302,0.99907,NEW,TRUE,FALSE,FALSE,,
354,557,2.90E-09,DOCK5,3.62E-14,1,NEW,TRUE,FALSE,FALSE,,
355,1003,3.14E-09,IDO2,0.69069,0.30931,NEW,TRUE,FALSE,FALSE,,
356,2293,3.35E-09,TRIM21,0.47073,0.52927,KNOWN,TRUE,FALSE,FALSE,,
357,111,3.40E-09,ARHGAP22,0.073763,0.92624,NEW,TRUE,FALSE,FALSE,,
358,2226,3.48E-09,TLR10,0.22728,0.77272,NEW,FALSE,TRUE,FALSE,,
359,156,3.52E-09,ATR,3.81E-19,1,KNOWN,TRUE,TRUE,TRUE,,
360,1211,3.72E-09,LTBP1,1.51E-11,1,NEW,TRUE,FALSE,FALSE,,
361,1274,3.72E-09,MAPKAPK3,0.44845,0.55155,KNOWN,TRUE,FALSE,FALSE,,
362,1348,4.07E-09,MPL,0.0027955,0.9972,KNOWN,FALSE,TRUE,FALSE,,
363,1864,4.09E-09,RGS12,4.68E-06,1,NEW,TRUE,FALSE,FALSE,,
364,381,4.54E-09,CEP85L,0.00048708,0.99951,NEW,TRUE,FALSE,FALSE,,
365,2228,4.61E-09,TLR4,0.17681,0.82319,KNOWN,TRUE,TRUE,TRUE,,
366,229,4.88E-09,BUB1,3.64E-06,1,KNOWN,TRUE,TRUE,TRUE,,
367,1546,5.00E-09,PARP9,0.010111,0.98989,NEW,TRUE,FALSE,FALSE,,
368,2121,5.32E-09,STEAP3,0.77097,0.22903,KNOWN,TRUE,FALSE,FALSE,,
369,1359,5.60E-09,MS4A2,0.93126,0.068739,NEW,TRUE,FALSE,FALSE,,
370,235,5.83E-09,CACHD1,5.71E-07,1,NEW,TRUE,FALSE,FALSE,,
371,226,5.87E-09,BTN3A1,0.58294,0.41706,NEW,TRUE,FALSE,FALSE,,
372,622,6.04E-09,EIF2A,0.03573,0.96427,NEW,FALSE,TRUE,FALSE,,
373,1648,6.22E-09,PLEKHA7,2.13E-08,1,NEW,TRUE,FALSE,FALSE,,
374,1969,6.24E-09,SERPINA5,0.92693,0.073067,KNOWN,FALSE,TRUE,FALSE,,
375,888,6.60E-09,GREB1,3.27E-11,1,NEW,TRUE,FALSE,FALSE,,
376,1776,6.71E-09,PTPN3,4.66E-07,1,KNOWN,FALSE,TRUE,FALSE,,
377,2085,6.79E-09,SP140L,0.0065727,0.99343,NEW,TRUE,FALSE,FALSE,,
378,561,7.28E-09,DPP4,1.01E-05,0.99999,KNOWN,FALSE,TRUE,FALSE,,
379,1136,8.32E-09,KLF11,0.83975,0.16025,KNOWN,TRUE,FALSE,FALSE,,
380,2325,8.57E-09,TXK,0.0047211,0.99528,NEW,TRUE,TRUE,TRUE,,
381,1444,9.63E-09,NIN,6.46E-15,1,NEW,FALSE,TRUE,FALSE,,
382,599,1.12E-08,EARS2,0.21603,0.78397,NEW,TRUE,FALSE,FALSE,,
383,1838,1.14E-08,RBAK,0.065982,0.93402,NEW,TRUE,FALSE,FALSE,,
384,832,1.18E-08,GEM,0.65711,0.34289,NEW,FALSE,TRUE,FALSE,,
385,87,1.19E-08,ANXA4,0.20619,0.79381,KNOWN,TRUE,FALSE,FALSE,,
386,2475,1.21E-08,ZNF311,0.061237,0.93876,NEW,TRUE,FALSE,FALSE,,
387,472,1.25E-08,CTSH,0.19649,0.80351,NEW,TRUE,FALSE,FALSE,,
388,1193,1.26E-08,LMBR1,0.013184,0.98682,NEW,TRUE,FALSE,FALSE,,
389,325,1.27E-08,CD82,0.64422,0.35578,NEW,TRUE,TRUE,TRUE,,
390,110,1.37E-08,ARHGAP15,0.052122,0.94788,NEW,TRUE,FALSE,FALSE,,
391,2164,1.44E-08,TBC1D2B,0.00045938,0.99954,NEW,TRUE,FALSE,FALSE,,
392,1806,1.58E-08,RAD18,0.15787,0.84213,KNOWN,FALSE,TRUE,FALSE,,
393,1598,1.67E-08,PHLDB2,3.06E-06,1,NEW,TRUE,FALSE,FALSE,,
394,13,1.75E-08,ACP1,0.93017,0.06983,KNOWN,TRUE,TRUE,TRUE,,
395,612,1.82E-08,EFS,0.57918,0.42082,KNOWN,FALSE,TRUE,FALSE,,
396,1544,1.82E-08,PARP10,0.0016131,0.99839,NEW,TRUE,FALSE,FALSE,,
397,2346,1.88E-08,ULK2,2.60E-06,1,KNOWN,FALSE,TRUE,FALSE,,
398,1300,2.27E-08,MDC1,8.10E-08,1,NEW,FALSE,TRUE,FALSE,,
399,2007,2.33E-08,SIRT2,0.1048,0.8952,KNOWN,FALSE,TRUE,FALSE,,
400,2117,2.35E-08,STARD13,4.59E-05,0.99995,NEW,TRUE,FALSE,FALSE,,
401,1157,2.36E-08,KRT8,0.28952,0.71048,KNOWN,TRUE,FALSE,FALSE,,
402,353,2.50E-08,CDK14,0.09672,0.90328,NEW,TRUE,FALSE,FALSE,,
403,164,2.71E-08,B3GAT3,0.70147,0.29853,NEW,TRUE,FALSE,FALSE,,
404,692,2.87E-08,ETV4,0.019622,0.98038,KNOWN,TRUE,FALSE,FALSE,,
405,1951,2.98E-08,SCARA3,0.24217,0.75782,NEW,FALSE,TRUE,FALSE,,
406,2246,3.00E-08,TNFRSF10D,0.47814,0.52186,KNOWN,TRUE,FALSE,FALSE,,
407,252,3.05E-08,CASP4,0.47481,0.52519,KNOWN,TRUE,FALSE,FALSE,,
408,389,3.14E-08,CHEK1,0.074104,0.9259,KNOWN,TRUE,TRUE,TRUE,,
409,2350,3.20E-08,UQCC1,0.22865,0.77135,NEW,TRUE,FALSE,FALSE,,
410,927,3.25E-08,HHAT,0.016558,0.98344,NEW,TRUE,FALSE,FALSE,,
411,269,3.30E-08,CCDC88C,3.24E-12,1,NEW,TRUE,FALSE,FALSE,,
412,2022,3.43E-08,SLC2A2,0.066487,0.93351,NEW,TRUE,FALSE,FALSE,,
413,1720,3.53E-08,PRKAA2,0.064311,0.93569,NEW,TRUE,TRUE,TRUE,,
414,1970,3.55E-08,SERPINB1,0.80758,0.19242,NEW,TRUE,FALSE,FALSE,,
415,179,3.80E-08,BCAT1,0.19698,0.80302,NEW,TRUE,FALSE,FALSE,,
416,687,4.45E-08,ESR2,0.17,0.83,KNOWN,TRUE,TRUE,TRUE,,
417,2530,4.45E-08,ZPLD1,0.17013,0.82987,NEW,TRUE,FALSE,FALSE,,
418,1649,4.68E-08,PLEKHG3,8.45E-05,0.99992,NEW,TRUE,FALSE,FALSE,,
419,511,4.79E-08,DCDC1,0.60672,0.39328,NEW,TRUE,FALSE,FALSE,,
420,45,4.97E-08,AGT,0.76986,0.23014,KNOWN,TRUE,TRUE,TRUE,,
421,2388,5.11E-08,VPS8,8.56E-12,1,NEW,TRUE,FALSE,FALSE,,
422,1455,5.28E-08,NNMT,0.93058,0.069415,NEW,TRUE,FALSE,FALSE,,
423,2184,5.36E-08,TEC,0.00034358,0.99966,KNOWN,TRUE,TRUE,TRUE,,
424,843,5.60E-08,GLIS3,0.0015896,0.99841,NEW,TRUE,FALSE,FALSE,,
425,2202,5.97E-08,TGFBI,0.007069,0.99293,KNOWN,TRUE,FALSE,FALSE,,
426,862,6.36E-08,GNB5,0.11805,0.88195,NEW,FALSE,TRUE,FALSE,,
427,476,6.63E-08,CUEDC1,0.3062,0.6938,NEW,TRUE,FALSE,FALSE,,
428,1376,6.76E-08,MVP,0.0012144,0.99879,NEW,TRUE,FALSE,FALSE,,
429,801,8.36E-08,FTO,0.020803,0.9792,NEW,TRUE,FALSE,FALSE,,
430,2495,8.49E-08,ZNF510,0.085263,0.91474,NEW,TRUE,FALSE,FALSE,,
431,878,8.53E-08,GPR141,0.95175,0.048246,NEW,TRUE,FALSE,FALSE,,
432,1071,8.66E-08,ITGA11,2.89E-07,1,KNOWN,FALSE,TRUE,FALSE,,
433,1398,8.73E-08,NAALADL2,0.00084141,0.99916,NEW,TRUE,FALSE,FALSE,,
434,1450,9.42E-08,NLRC5,3.56E-12,1,NEW,TRUE,FALSE,FALSE,,
435,329,9.64E-08,CDC14A,0.0035833,0.99642,NEW,TRUE,FALSE,FALSE,,
436,1086,9.89E-08,ITGB5,0.0007035,0.9993,NEW,FALSE,TRUE,FALSE,,
437,676,1.06E-07,ERC1,2.17E-07,1,KNOWN,TRUE,FALSE,FALSE,,
438,7,1.07E-07,ABCC4,1.78E-09,1,NEW,TRUE,FALSE,FALSE,,
439,2463,1.08E-07,ZNF23,0.20866,0.79134,NEW,TRUE,FALSE,FALSE,,
440,2500,1.08E-07,ZNF567,0.20851,0.79149,NEW,TRUE,FALSE,FALSE,,
441,1322,1.18E-07,MGMT,0.8907,0.1093,KNOWN,TRUE,FALSE,FALSE,,
442,85,1.20E-07,ANXA1,0.19027,0.80973,KNOWN,TRUE,TRUE,TRUE,,
443,1326,1.20E-07,MICALL1,0.0026316,0.99737,NEW,TRUE,FALSE,FALSE,,
444,2161,1.21E-07,TAX1BP1,0.00010722,0.99989,KNOWN,FALSE,TRUE,FALSE,,
445,2239,1.26E-07,TNC,2.35E-12,1,NEW,TRUE,TRUE,TRUE,,
446,2454,1.27E-07,ZNF175,0.052136,0.94786,NEW,TRUE,FALSE,FALSE,,
447,657,1.28E-07,EPCAM,0.40427,0.59573,NEW,TRUE,FALSE,FALSE,,
448,98,1.35E-07,APOBEC3F,0.17103,0.82897,NEW,TRUE,FALSE,FALSE,,
449,2387,1.40E-07,VPS53,1.75E-05,0.99998,NEW,TRUE,FALSE,FALSE,,
450,2054,1.44E-07,SMYD3,0.044255,0.95574,NEW,TRUE,FALSE,FALSE,,
451,1168,1.47E-07,LAP3,0.043327,0.95667,NEW,TRUE,FALSE,FALSE,,
452,216,1.56E-07,BRD8,2.52E-08,1,KNOWN,TRUE,FALSE,FALSE,,
453,678,1.59E-07,ERCC1,0.59003,0.40997,KNOWN,TRUE,FALSE,FALSE,,
454,137,1.71E-07,ARRDC4,0.34223,0.65777,NEW,TRUE,FALSE,FALSE,,
455,2010,1.82E-07,SKAP1,0.03269,0.96731,KNOWN,TRUE,TRUE,TRUE,,
456,1076,1.90E-07,ITGA6,9.35E-08,1,KNOWN,FALSE,TRUE,FALSE,,
457,95,1.92E-07,APEX1,0.55414,0.44586,KNOWN,TRUE,TRUE,TRUE,,
458,493,1.92E-07,CYP27B1,0.11913,0.88087,NEW,TRUE,FALSE,FALSE,,
459,2504,2.13E-07,ZNF599,0.10636,0.89364,NEW,TRUE,FALSE,FALSE,,
460,1528,2.43E-07,PACRG,0.50636,0.49364,NEW,TRUE,FALSE,FALSE,,
461,697,2.44E-07,EXOC6,7.91E-06,0.99999,NEW,TRUE,FALSE,FALSE,,
462,316,2.45E-07,CD44,0.00019177,0.99981,KNOWN,TRUE,TRUE,TRUE,,
463,1795,2.51E-07,PXDN,6.27E-08,1,NEW,TRUE,FALSE,FALSE,,
464,1293,2.72E-07,MCF2L,1.13E-08,1,KNOWN,TRUE,FALSE,FALSE,,
465,990,2.78E-07,HSPB1,0.90518,0.09482,KNOWN,TRUE,TRUE,TRUE,,
466,393,2.99E-07,CHMP4C,0.67421,0.32579,NEW,TRUE,FALSE,FALSE,,
467,331,3.00E-07,CDC20,0.016599,0.9834,KNOWN,FALSE,TRUE,FALSE,,
468,829,3.01E-07,GDF15,0.90076,0.09924,NEW,TRUE,TRUE,TRUE,,
469,2148,3.22E-07,TAB1,0.065495,0.9345,KNOWN,FALSE,TRUE,FALSE,,
470,440,3.31E-07,CRLF2,0.65767,0.34233,NEW,FALSE,TRUE,FALSE,,
471,1518,3.33E-07,OSBPL10,0.00060967,0.99939,NEW,TRUE,FALSE,FALSE,,
472,1877,3.51E-07,RIN1,0.058935,0.94106,NEW,FALSE,TRUE,FALSE,,
473,1073,3.55E-07,ITGA3,1.88E-07,1,NEW,FALSE,TRUE,FALSE,,
474,484,3.61E-07,CXCL2,0.94168,0.058323,NEW,TRUE,FALSE,FALSE,,
475,2499,3.62E-07,ZNF550,0.89003,0.10997,NEW,TRUE,FALSE,FALSE,,
476,10,3.64E-07,ABL2,4.45E-06,1,KNOWN,TRUE,FALSE,FALSE,,
477,956,3.64E-07,HLA-DRB5,0.8897,0.1103,NEW,TRUE,FALSE,FALSE,,
478,2436,3.85E-07,ZFP30,0.052416,0.94758,NEW,TRUE,FALSE,FALSE,,
479,1977,4.19E-07,SESN2,0.047018,0.95298,NEW,TRUE,FALSE,FALSE,,
480,1008,4.28E-07,IFI35,0.61295,0.38705,NEW,TRUE,FALSE,FALSE,,
481,2049,4.28E-07,SMO,0.00042499,0.99957,NEW,FALSE,TRUE,FALSE,,
482,2276,4.44E-07,TP53TG5,0.60623,0.39377,NEW,TRUE,FALSE,FALSE,,
483,362,4.47E-07,CDK7,0.15701,0.84299,KNOWN,TRUE,TRUE,TRUE,,
484,2210,4.81E-07,THSD4,2.98E-06,1,NEW,TRUE,FALSE,FALSE,,
485,1833,5.06E-07,RASSF2,0.13848,0.86152,NEW,TRUE,FALSE,FALSE,,
486,932,5.45E-07,HIST1H2AM,0.96109,0.038907,NEW,FALSE,TRUE,FALSE,,
487,109,5.51E-07,ARHGAP12,1.21E-05,0.99999,NEW,FALSE,TRUE,FALSE,,
488,1191,5.53E-07,LIPA,0.12626,0.87374,NEW,TRUE,FALSE,FALSE,,
489,844,5.67E-07,GLRX,0.92441,0.07559,KNOWN,FALSE,TRUE,FALSE,,
490,2528,5.67E-07,ZNF879,0.1231,0.8769,NEW,TRUE,FALSE,FALSE,,
491,312,5.69E-07,CD33,0.55929,0.44071,NEW,TRUE,FALSE,FALSE,,
492,1260,5.87E-07,MAPK12,0.11841,0.88159,KNOWN,FALSE,TRUE,FALSE,,
493,608,5.92E-07,EFCAB2,0.73768,0.26232,NEW,TRUE,FALSE,FALSE,,
494,2126,6.20E-07,STK3,0.028085,0.97191,KNOWN,FALSE,TRUE,FALSE,,
495,1120,6.52E-07,KDM4C,3.89E-07,1,NEW,TRUE,FALSE,FALSE,,
496,207,6.59E-07,BMPER,0.00022867,0.99977,NEW,TRUE,FALSE,FALSE,,
497,2451,6.62E-07,ZNF155,0.91748,0.08252,NEW,TRUE,FALSE,FALSE,,
498,1735,6.65E-07,PRKD1,4.57E-05,0.99995,KNOWN,TRUE,TRUE,TRUE,,
499,1287,6.70E-07,MAVS,0.52641,0.47359,NEW,TRUE,TRUE,TRUE,,
500,1461,6.72E-07,NOS3,1.52E-08,1,KNOWN,TRUE,TRUE,TRUE,,
501,603,6.83E-07,EDEM2,0.0052416,0.99476,NEW,TRUE,FALSE,FALSE,,
502,623,7.01E-07,EIF2AK1,0.0010307,0.99897,NEW,TRUE,FALSE,FALSE,,
503,1370,7.23E-07,MTNR1A,0.83854,0.16146,KNOWN,FALSE,TRUE,FALSE,,
504,1538,7.40E-07,PANK2,0.091398,0.9086,NEW,TRUE,FALSE,FALSE,,
505,1606,8.10E-07,PIEZO2,1.87E-20,1,NEW,TRUE,FALSE,FALSE,,
506,1986,8.27E-07,SH2D2A,0.24525,0.75475,KNOWN,FALSE,TRUE,FALSE,,
507,2344,8.28E-07,UIMC1,0.00016468,0.99983,KNOWN,FALSE,TRUE,FALSE,,
508,1992,8.43E-07,SHANK2,9.13E-11,1,KNOWN,TRUE,FALSE,FALSE,,
509,575,8.49E-07,DUSP11,0.24005,0.75995,NEW,TRUE,FALSE,FALSE,,
510,1510,8.56E-07,OCLN,0.077101,0.9229,KNOWN,FALSE,TRUE,FALSE,,
511,1981,8.56E-07,SGK3,0.0038003,0.9962,KNOWN,FALSE,TRUE,FALSE,,
512,531,8.72E-07,DHRS2,0.68099,0.31901,NEW,TRUE,FALSE,FALSE,,
513,1667,8.73E-07,POLA2,0.00015255,0.99985,KNOWN,FALSE,TRUE,FALSE,,
514,1788,8.74E-07,PTPRR,0.00075199,0.99925,NEW,TRUE,FALSE,FALSE,,
515,1471,8.76E-07,NQO2,0.68037,0.31963,NEW,TRUE,FALSE,FALSE,,
516,28,9.48E-07,ADCY7,1.12E-06,1,NEW,TRUE,FALSE,FALSE,,
517,2311,9.63E-07,TSNARE1,0.015423,0.98458,NEW,TRUE,FALSE,FALSE,,
518,520,9.75E-07,DDX50,2.64E-05,0.99997,NEW,TRUE,FALSE,FALSE,,
519,2227,1.02E-06,TLR2,0.062658,0.93734,KNOWN,TRUE,TRUE,TRUE,,
520,1593,1.04E-06,PHACTR2,0.00058797,0.99941,NEW,TRUE,FALSE,FALSE,,
521,2385,1.07E-06,VPS13D,4.85E-31,1,NEW,TRUE,FALSE,FALSE,,
522,1659,1.08E-06,PLXNA2,2.63E-12,1,NEW,TRUE,FALSE,FALSE,,
523,16,1.14E-06,ACTA1,0.41379,0.5862,KNOWN,FALSE,TRUE,FALSE,,
524,740,1.15E-06,FDXR,0.01206,0.98794,NEW,TRUE,FALSE,FALSE,,
525,1420,1.15E-06,NEK2,0.01203,0.98797,KNOWN,FALSE,TRUE,FALSE,,
526,2449,1.17E-06,ZNF140,0.79092,0.20908,NEW,TRUE,FALSE,FALSE,,
527,982,1.19E-06,HS1BP3,0.40462,0.59537,NEW,TRUE,FALSE,FALSE,,
528,1656,1.19E-06,PLSCR2,0.4048,0.5952,NEW,TRUE,FALSE,FALSE,,
529,65,1.21E-06,ALOX5,9.60E-05,0.9999,NEW,TRUE,FALSE,FALSE,,
530,998,1.21E-06,ICAM4,0.78716,0.21284,NEW,TRUE,FALSE,FALSE,,
531,1600,1.21E-06,PHLPP2,1.60E-07,1,NEW,TRUE,FALSE,FALSE,,
532,1551,1.22E-06,PBK,0.39889,0.60111,NEW,FALSE,TRUE,FALSE,,
533,887,1.36E-06,GRB7,0.0019554,0.99804,NEW,FALSE,TRUE,FALSE,,
534,800,1.40E-06,FSTL5,7.72E-05,0.99992,NEW,TRUE,FALSE,FALSE,,
535,321,1.41E-06,CD68,0.36757,0.63243,NEW,TRUE,FALSE,FALSE,,
536,1613,1.41E-06,PIK3CG,1.56E-05,0.99998,KNOWN,FALSE,TRUE,FALSE,,
537,1282,1.43E-06,MARK3,7.54E-05,0.99992,KNOWN,TRUE,TRUE,TRUE,,
538,833,1.46E-06,GFAP,0.14634,0.85366,NEW,TRUE,FALSE,FALSE,,
539,2181,1.52E-06,TEAD2,0.0081311,0.99187,NEW,FALSE,TRUE,FALSE,,
540,649,1.53E-06,ENOX2,0.03704,0.96296,NEW,TRUE,FALSE,FALSE,,
541,1526,1.53E-06,P2RY6,0.8678,0.1322,NEW,TRUE,TRUE,TRUE,,
542,377,1.54E-06,CEL,0.03687,0.96313,KNOWN,TRUE,FALSE,FALSE,,
543,1519,1.59E-06,OSBPL3,5.37E-07,1,NEW,TRUE,FALSE,FALSE,,
544,2328,1.61E-06,TXNRD1,0.0015484,0.99845,KNOWN,TRUE,FALSE,FALSE,,
545,2026,1.66E-06,SLC45A2,0.12786,0.87214,NEW,TRUE,FALSE,FALSE,,
546,2206,1.69E-06,TH,0.007032,0.99297,NEW,TRUE,FALSE,FALSE,,
547,902,1.73E-06,GSTA1,0.74305,0.25695,NEW,TRUE,FALSE,FALSE,,
548,2458,1.80E-06,ZNF200,0.31471,0.68529,NEW,TRUE,FALSE,FALSE,,
549,1653,1.85E-06,PLK3,0.0012646,0.99873,KNOWN,TRUE,TRUE,TRUE,,
550,981,1.86E-06,HRH1,0.30744,0.69256,NEW,FALSE,TRUE,FALSE,,
551,2479,1.88E-06,ZNF33B,0.0060303,0.99397,NEW,TRUE,FALSE,FALSE,,
552,1511,1.89E-06,OFCC1,0.30409,0.69591,NEW,TRUE,FALSE,FALSE,,
553,946,1.92E-06,HLA-DOB,0.53873,0.46127,NEW,TRUE,FALSE,FALSE,,
554,1356,1.92E-06,MRPS27,0.027427,0.97257,NEW,TRUE,FALSE,FALSE,,
555,903,1.94E-06,GSTK1,0.53688,0.46312,NEW,TRUE,FALSE,FALSE,,
556,1497,1.96E-06,NTRK1,0.00023674,0.99976,KNOWN,FALSE,TRUE,FALSE,,
557,735,2.01E-06,FCGR2A,0.5299,0.4701,NEW,FALSE,TRUE,FALSE,,
558,2096,2.15E-06,SPP1,0.71317,0.28683,KNOWN,FALSE,TRUE,FALSE,,
559,1871,2.19E-06,RHEBL1,0.51201,0.48799,KNOWN,FALSE,TRUE,FALSE,,
560,1888,2.26E-06,RNF216,1.60E-06,1,KNOWN,TRUE,FALSE,FALSE,,
561,1286,2.31E-06,MATK,0.0045099,0.99549,NEW,FALSE,TRUE,FALSE,,
562,1636,2.31E-06,PLAU,0.021429,0.97857,KNOWN,TRUE,TRUE,TRUE,,
563,1029,2.33E-06,IL15RA,0.7009,0.29909,KNOWN,TRUE,TRUE,TRUE,,
564,1088,2.37E-06,ITGB7,0.00018026,0.99982,NEW,TRUE,TRUE,TRUE,,
565,1861,2.42E-06,RFTN1,0.083895,0.9161,NEW,TRUE,FALSE,FALSE,,
566,947,2.50E-06,HLA-DPA1,0.69032,0.30968,NEW,TRUE,FALSE,FALSE,,
567,1203,2.53E-06,LRP1B,3.99E-37,1,NEW,TRUE,FALSE,FALSE,,
568,555,2.55E-06,DOCK10,5.23E-17,1,NEW,TRUE,FALSE,FALSE,,
569,2316,2.55E-06,TTC1,0.24268,0.75731,NEW,FALSE,TRUE,FALSE,,
570,534,2.57E-06,DIABLO,0.47811,0.52189,KNOWN,FALSE,TRUE,FALSE,,
571,1943,2.70E-06,SAA2,0.90254,0.097461,KNOWN,TRUE,FALSE,FALSE,,
572,1594,2.84E-06,PHACTR4,0.000686,0.99931,NEW,TRUE,FALSE,FALSE,,
573,1641,3.04E-06,PLCB4,7.14E-11,1,NEW,TRUE,FALSE,FALSE,,
574,2367,3.11E-06,VAV2,2.04E-07,1,KNOWN,TRUE,TRUE,TRUE,,
575,2245,3.16E-06,TNFRSF10C,0.80366,0.19634,KNOWN,TRUE,FALSE,FALSE,,
576,348,3.18E-06,CDH23,4.83E-06,0.99999,NEW,TRUE,FALSE,FALSE,,
577,64,3.23E-06,ALK,6.56E-11,1,KNOWN,FALSE,TRUE,FALSE,,
578,1002,3.30E-06,IDO1,0.19455,0.80544,KNOWN,TRUE,FALSE,FALSE,,
579,1158,3.46E-06,KRT80,0.054317,0.94568,NEW,TRUE,FALSE,FALSE,,
580,2323,3.46E-06,TUSC3,0.054384,0.94561,NEW,TRUE,FALSE,FALSE,,
581,1571,3.71E-06,PDK2,0.049794,0.9502,NEW,FALSE,TRUE,FALSE,,
582,586,3.73E-06,DVL1,0.0022774,0.99772,NEW,FALSE,TRUE,FALSE,,
583,1890,3.80E-06,RNLS,0.17086,0.82913,NEW,TRUE,FALSE,FALSE,,
584,270,3.81E-06,CCDC91,0.010706,0.98929,NEW,TRUE,FALSE,FALSE,,
585,1143,4.03E-06,KLHL6,0.0099068,0.99009,NEW,TRUE,FALSE,FALSE,,
586,1809,4.03E-06,RAD9A,0.16134,0.83865,KNOWN,TRUE,TRUE,TRUE,,
587,1453,4.05E-06,NME7,0.044569,0.95543,NEW,TRUE,FALSE,FALSE,,
588,1958,4.16E-06,SDK1,3.13E-15,1,NEW,TRUE,FALSE,FALSE,,
589,2457,4.31E-06,ZNF19,0.36594,0.63406,NEW,TRUE,FALSE,FALSE,,
590,2514,4.35E-06,ZNF713,0.14963,0.85037,NEW,TRUE,FALSE,FALSE,,
591,343,4.43E-06,CDC7,0.0086613,0.99133,KNOWN,TRUE,TRUE,TRUE,,
592,1145,4.43E-06,KLK3,0.59262,0.40737,KNOWN,TRUE,TRUE,TRUE,,
593,518,4.63E-06,DDR1,1.39E-05,0.99998,KNOWN,TRUE,TRUE,TRUE,,
594,1832,4.93E-06,RASSF1,0.33698,0.66301,KNOWN,TRUE,TRUE,TRUE,,
595,313,4.99E-06,CD34,0.12985,0.87015,KNOWN,TRUE,FALSE,FALSE,,
596,196,5.03E-06,BIK,0.86199,0.13801,NEW,FALSE,TRUE,FALSE,,
597,486,5.04E-06,CXCL5,0.86184,0.13815,NEW,TRUE,FALSE,FALSE,,
598,1784,5.07E-06,PTPRG,1.69E-10,0.99999,NEW,TRUE,FALSE,FALSE,,
599,1537,5.25E-06,PALLD,9.61E-08,0.99999,NEW,TRUE,FALSE,FALSE,,
600,571,5.27E-06,DTX3L,0.0067811,0.99321,NEW,TRUE,FALSE,FALSE,,
601,830,5.52E-06,GDF9,0.31243,0.68756,NEW,FALSE,TRUE,FALSE,,
602,2481,5.64E-06,ZNF354A,0.0061594,0.99384,KNOWN,TRUE,FALSE,FALSE,,
603,1846,5.92E-06,RBP1,0.72704,0.27296,NEW,FALSE,TRUE,FALSE,,
604,168,6.53E-06,BAG1,0.27741,0.72258,KNOWN,FALSE,TRUE,FALSE,,
605,602,6.76E-06,ECSIT,0.09281,0.90718,NEW,FALSE,TRUE,FALSE,,
606,568,6.84E-06,DTNBP1,0.091663,0.90833,KNOWN,TRUE,FALSE,FALSE,,
607,1998,6.84E-06,SIGLEC10,0.00019421,0.9998,NEW,TRUE,FALSE,FALSE,,
608,723,7.01E-06,FBLN2,3.14E-07,0.99999,NEW,TRUE,FALSE,FALSE,,
609,2519,7.13E-06,ZNF778,0.70028,0.29972,NEW,TRUE,FALSE,FALSE,,
610,1393,7.22E-06,MYRIP,7.36E-06,0.99999,NEW,TRUE,FALSE,FALSE,,
611,257,7.38E-06,CASP9,0.083837,0.91616,KNOWN,FALSE,TRUE,FALSE,,
612,170,7.40E-06,BAK1,0.48989,0.5101,KNOWN,TRUE,TRUE,TRUE,,
613,516,7.40E-06,DDB2,0.019936,0.98006,KNOWN,TRUE,TRUE,TRUE,,
614,688,7.79E-06,ESYT2,6.59E-06,0.99999,NEW,TRUE,FALSE,FALSE,,
615,2418,8.06E-06,YBX3,0.075503,0.92449,NEW,TRUE,FALSE,FALSE,,
616,1472,8.34E-06,NR0B2,0.67593,0.32406,KNOWN,FALSE,TRUE,FALSE,,
617,1954,8.61E-06,SCMH1,0.00068812,0.9993,NEW,TRUE,FALSE,FALSE,,
618,1454,8.70E-06,NMI,0.22072,0.77927,KNOWN,TRUE,FALSE,FALSE,,
619,471,9.56E-06,CTSG,0.4351,0.56489,NEW,TRUE,TRUE,TRUE,,
620,91,9.62E-06,APAF1,1.65E-09,0.99999,KNOWN,TRUE,TRUE,TRUE,,
621,2452,9.67E-06,ZNF157,0.43256,0.56743,NEW,TRUE,FALSE,FALSE,,
622,2233,9.81E-06,TLR9,0.0028048,0.99719,KNOWN,FALSE,TRUE,FALSE,,
623,950,1.01E-05,HLA-DQA2,0.64442,0.35557,NEW,TRUE,FALSE,FALSE,,
624,1865,1.01E-05,RGS16,0.64488,0.35511,NEW,FALSE,TRUE,FALSE,,
625,2116,1.04E-05,STAM2,0.0025755,0.99741,NEW,FALSE,TRUE,FALSE,,
626,659,1.07E-05,EPHA2,4.16E-06,0.99999,KNOWN,TRUE,TRUE,TRUE,,
627,1570,1.10E-05,PDK1,0.011569,0.98842,NEW,FALSE,TRUE,FALSE,,
628,51,1.11E-05,AIFM2,0.17797,0.82202,NEW,TRUE,FALSE,FALSE,,
629,391,1.11E-05,CHI3L1,0.050684,0.9493,NEW,TRUE,FALSE,FALSE,,
630,681,1.17E-05,EREG,0.6191,0.38089,KNOWN,FALSE,TRUE,FALSE,,
631,660,1.20E-05,EPHA3,7.22E-07,0.99999,KNOWN,FALSE,TRUE,FALSE,,
